# File: FAO_GDP_Deflators.csv
# Title: FAO GDP deflators by country (2015 = 100)
# Units: Unitless
# Description:  FAOSTAT (domain:PD) & Taiwan Statistics (access:4-12-2021)
# Data source: FAOSTAT (main domain:PD FAO.udpate:2023-11-07T00:00:00)
# Date of CSV last update: 2024-06-12
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area,area_code,item,item_code,element,element_code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Ghana,81,GDP Deflator,22024,"Value US$, 2015 prices",6179,46.5439537546,48.1152876249,43.126894199,38.1651108151,41.5994725881,45.4526703494,47.9541064319,50.9336708994,54.5162591169,59.0392316814,64.3722908787,70.463290279,74.8167008384,77.7471117991,80.5519985509,83.0994113317,84.7729516161,86.8692256553,89.9334693576,86.46758028,99.2578414384,106.0001365888,100.3476726604,82.9505234766,73.2879466795,83.6287039912,85.743667506,81.7920292122,84.8208499219,83.7870757286,51.9102220799,52.9650495037,58.6379895148,68.9803846871,76.1871465829,86.6898222633,98.4001180722,114.3858454529,120.7579297449,104.8820465362,120.3885775951,129.8082683368,125.8984699906,133.7321055332,111.6910584235,100,108.5909331775,108.0048872433,113.2730675886,108.0535821321,110.1583905011,118.0518939662,107.5394243199
Greece,84,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.9198955862,14.3340226258,15.0572537559,18.4363261743,22.3531405576,23.6677832717,24.187065316,27.2742276969,31.1133576472,37.0871949493,38.4341907843,35.9498582316,37.9320673008,34.7052505919,33.0579909476,32.1108833506,37.6662541971,44.8703854268,49.9812973629,49.9850615581,61.8125474559,64.3946468146,70.6831141845,67.2542786734,70.6589491848,81.3028754598,84.2212166347,79.1099275206,76.8250517687,76.9730311015,65.4114399073,64.9482800957,70.5950633059,87.5828479022,99.306605061,101.6885886847,106.164074018,119.7916111504,133.7779256155,130.1306668903,123.8446273435,131.2356064073,120.9637039343,122.4434644614,119.9785407249,100,99.1601061994,101.558421924,105.9924691363,100.6997625486,101.8591549502,106.8377617681,102.8403880914
Grenada,86,GDP Deflator,22024,"Value US$, 2015 prices",6179,11.4755110197,13.5765413515,16.8798005155,19.1334732831,18.5912303892,22.2024957475,20.3953539135,21.614047055,25.329873834,27.6596729784,30.1356704256,32.0555071151,33.7510286695,34.6406615024,35.9347052954,37.6381020892,39.1494766141,40.8212393629,43.6084101773,45.0244486119,47.1279078434,48.2919085029,49.3577375384,50.6390166651,51.7158031048,53.2947658093,54.7193799761,56.1011632462,55.1587525262,55.5405425233,72.4834904934,74.0374912566,74.315571622,74.2561832175,75.7642168187,77.6339175364,81.2478746031,83.1329713939,89.6556828636,89.6870588217,90.077546401,90.2798164159,93.8246766872,96.5670485019,97.3147679591,100,102.6440716892,104.2107968429,103.4771828428,106.9204928848,106.5987698539,107.9007380267,114.1218557777
Guatemala,89,GDP Deflator,22024,"Value US$, 2015 prices",6179,12.7667029362,12.6046691873,12.4345846441,14.2362173019,16.4677120274,18.6281419962,20.7689346971,24.1860192643,25.5148514158,27.7088486881,30.4849369369,33.0822733512,34.7363109177,37.0062407222,38.5430598384,45.7709986331,34.5337994752,27.9718241045,29.8061429039,30.7508907935,27.1295851636,32.1794112943,34.0706034017,35.7948151315,39.1853938875,42.1465243171,44.0895396961,47.6351620266,49.5816104411,44.9643052726,45.6994782697,48.5724757793,51.9494009848,53.44971107,56.6575049434,62.3002950089,65.6810120591,69.7197654903,77.4450547152,74.278911406,79.1042545303,87.5477733801,89.8999819477,92.6520762942,96.8377070703,100,103.4488229314,108.8668205188,107.7405527095,109.0222463341,111.6351621928,114.5182200475,121.4286537957
Guinea,90,GDP Deflator,22024,"Value US$, 2015 prices",6179,39.8469560805,41.8668650224,43.676665535,46.0700947082,50.2158018405,54.8670967547,57.8866451001,61.4833546153,65.8079897314,71.2677871737,77.7054611927,85.0580644787,90.3131792286,93.8505542715,97.236405787,100.3114537987,102.3316276615,104.8620944015,108.5610224166,106.4718338651,111.9087083009,115.3506706975,120.338760093,113.9590844933,114.8079356432,124.4994359779,123.8891707236,115.0101542472,100.3832586109,93.0221425836,81.2423386703,74.7785879947,71.1589240133,82.1426172438,84.7159884111,66.4634898527,69.2486159465,96.504285409,102.7391311377,100.2162778948,97.5579842018,91.4528765075,97.1991128675,102.5515219238,103.6402255876,100,88.282564981,96.0469443291,103.7077489487,111.3252102453,111.9057559694,121.9976490732,153.7105314502
Guinea-Bissau,175,GDP Deflator,22024,"Value US$, 2015 prices",6179,70.8135105783,73.0842759157,80.4255510598,98.0130127506,103.0079013397,109.8436193046,94.2216329633,87.2536324925,89.0882706255,95.5793736095,107.3824521194,117.5750004429,92.3866677014,96.0052568756,99.4688437135,86.2937093329,96.8539552793,99.2489695879,87.8340467702,101.1002869248,104.8848040337,108.4317580133,110.9028205394,113.5315940079,115.9559745816,118.3874562615,76.449072015,55.5164963782,60.8629928485,58.0690563923,51.9890391913,53.4088705765,58.1088243868,67.5353050666,73.2695194132,77.6393122742,76.5391351076,87.1642413295,104.9258704655,97.0619967768,95.2810798453,114.0406848286,104.5083588756,106.9892680154,106.7496711881,100,105.9266898413,114.526723378,116.6938393645,106.8073531498,107.6360578064,114.7394799731,110.5238630419
Guyana,91,GDP Deflator,22024,"Value US$, 2015 prices",6179,33.3536251769,34.3600249827,35.4817629011,37.1922045472,48.6839247737,51.8617628608,44.5149887501,45.2586633263,51.9473194294,55.356783171,61.8818106724,58.5416016008,57.244025898,61.7978666011,59.5266582196,60.5207116039,68.6988309093,45.0887683715,56.2874369807,54.4425989728,58.4943723614,48.5407971186,48.2917716324,55.687656563,59.9793810154,65.130318707,68.5137227103,68.4846281655,66.7352196914,62.754357872,65.2703593119,63.7883962526,64.3629516647,66.5327682456,68.2903145141,72.9305071373,76.9137817328,82.3413196125,89.639000597,90.5317730367,94.2731875698,96.3638796494,100.7512958201,99.7052063568,97.1072211995,100,100.8981759265,103.0261264015,99.4652254258,102.0257928237,75.1972588916,92.0903439558,111.4112563498
Haiti,93,GDP Deflator,22024,"Value US$, 2015 prices",6179,11.2401495553,11.5632375022,11.7416891818,14.0651377795,16.1051761832,19.1939020662,22.8332506833,24.4826634942,24.0165761341,24.767728055,29.5351021679,31.1166759219,33.600297625,36.6614574867,40.8891243217,44.9726856681,50.3366322369,44.3972319153,43.3086305527,46.6956728016,52.2971690097,49.6644687706,36.9682562188,33.4421089985,44.6760954646,51.5715381887,54.5789387183,58.0029523054,65.7761581187,69.6853160869,61.9172816592,60.8882358307,55.747353633,45.7042819034,59.8058226347,63.8472285388,68.3257073395,80.497982643,84.0588517456,88.6737273399,95.9847439289,99.0119230382,103.4421600799,106.2397280955,104.255533105,100,91.6015260506,102.1187244262,103.6935015194,94.3389871352,114.741352763,134.5216164856,135.1539303767
Honduras,95,GDP Deflator,22024,"Value US$, 2015 prices",6179,20.8032488415,21.1620632718,21.9797763817,23.1548804617,26.576925081,28.2738088261,30.6861841546,34.4297386765,36.1723639666,40.3278422706,45.6558219059,48.9268314694,51.095333868,54.6537510042,56.4969769427,59.4622035454,61.7768825807,63.5253716884,67.6431249311,72.4288334069,42.6967448337,41.6173958791,43.9086153041,42.3786912135,42.0372706775,46.6004523213,46.3567294799,51.0264272044,55.3358522996,58.1358546309,61.0607500848,63.2912194872,62.653206159,62.7780415476,63.6682921936,66.0321449665,69.3325343119,73.9265901916,79.6493534269,85.78479312,89.7960148208,96.6939855569,97.1503576979,94.365118698,97.7855293211,100,99.6378222652,101.2435454672,101.4199470505,102.9947474737,107.446329324,114.1550925348,122.2078896847
Hungary,97,GDP Deflator,22024,"Value US$, 2015 prices",6179,12.7287042971,13.0443230033,14.4199134049,16.7043755024,17.2885938893,18.5630118547,20.7900920232,21.7522190847,24.3137475828,27.6507584971,31.937253637,31.8385838792,31.5284670562,28.4079255063,26.8295473826,27.2374512362,30.8999506687,32.6383832177,34.9737495409,35.1946173172,41.622820984,44.1423861247,50.7490468175,52.8813481133,55.2405205015,58.574990095,58.8040947462,57.7919425507,57.2806632749,55.992234003,51.5659993841,56.40064146,67.7261189679,82.0958678154,95.4503134153,99.5104299839,97.850554112,118.2156967435,132.1846821235,117.1585920371,116.8892494502,123.2261861816,113.2450363473,117.1726571363,116.8471234868,100,100.5319893324,107.2850428525,114.2423262124,111.2730756622,111.7354548071,120.6804631378,113.1901455964
Iceland,99,GDP Deflator,22024,"Value US$, 2015 prices",6179,14.1404666815,15.9155641429,18.7780428604,24.0887101393,30.0134661959,27.6903602979,31.0098034621,37.6964942339,40.4404224058,43.8109993176,49.0951456321,48.6411651203,43.7113463123,38.5333040511,38.3229091032,38.6505487507,48.6259672118,61.9850153545,68.6300693456,63.587418081,71.6740418128,76.7317130778,81.3790938518,70.5413838689,69.9551918195,77.9025014633,77.6629990617,74.8450193618,78.3139762525,79.5111693617,76.1034948142,66.7561264391,75.1196763067,90.2040701528,101.2165591596,116.2620057514,113.3274556199,129.5441387868,105.8004524697,83.3907703734,89.7151944947,97.5089615639,93.5028984616,97.7587740541,106.5260375954,100,111.6625099561,127.4483030878,129.0547305594,119.1115788637,111.7325762489,126.2974283752,129.2796522391
India,100,GDP Deflator,22024,"Value US$, 2015 prices",6179,30.3515634373,32.0021479652,34.9921579119,40.4452573299,45.092250751,42.896514299,42.4968353046,46.0321150356,50.3063331159,58.69892114,67.6422147175,68.0780476095,67.3895223752,68.4900122336,65.6960268079,64.6934009316,67.7594943384,72.0758309089,72.6531495527,67.5742623215,69.323065162,60.6909695674,58.0290892451,54.1864839071,57.921905841,61.11919515,60.1709411961,62.5149861631,59.428092065,58.6964625438,58.2826775123,57.294971405,57.6832132263,62.5214064001,67.9488635511,73.7486240249,77.8143861433,91.184968295,94.6326456058,91.0410039958,106.5203954986,113.4790609089,106.9728957084,103.5870307428,102.7734494866,100,98.5623670924,105.7375855177,104.5831022002,104.0084913649,104.3798470777,115.0647017961,117.2051031563
Indonesia,101,GDP Deflator,22024,"Value US$, 2015 prices",6179,15.8319038381,15.5351141982,16.6641985049,22.1519921843,32.6322097,36.7013022129,42.0089336826,47.4728354658,49.4450994926,46.4853288445,59.6593990702,70.1651967046,70.4546008945,58.5388910385,56.1599159598,54.6393657534,47.3066880727,42.7594742338,47.2680739206,49.5140988161,51.2323343777,52.6819881503,53.3308045792,56.4760994206,58.7934706591,62.0789367829,64.7668523467,58.6980153732,29.8911688267,43.5008725859,44.4801824284,41.7269657916,48.6939096965,55.762015053,58.0806820378,61.1640690315,73.9358466932,82.4248039655,91.7823479056,92.7681098144,114.7846587155,127.855152866,123.9464145362,116.7371457928,108.5263588864,100,103.0630728995,106.9047949505,104.3128372842,106.6489685599,103.019226131,111.3080512049,117.5089143638
Iran (Islamic Republic of),102,GDP Deflator,22024,"Value US$, 2015 prices",6179,7.8347317908,8.6204779134,9.4048973278,13.8189254515,22.2812599957,25.2426489079,27.9630584537,33.8931221213,37.6493593502,49.5956783583,66.9361231167,76.1996519743,76.6558551949,85.6628391041,96.7530302751,43.7359732439,46.7852817876,55.807744495,62.6331760053,58.1699871224,54.1984933905,52.4490016401,52.9886732944,58.4591563725,57.0428434111,55.7003094637,56.5360176206,51.5967103833,48.9605113887,49.5437093526,45.0048879294,48.0340099676,54.9189174555,52.3843972262,62.079025636,71.6855590127,80.285327436,97.5299929522,114.651682189,114.6260904115,127.781329383,152.7268136235,158.4086465536,143.2575097749,111.6136978024,100,102.664274866,107.9738967041,115.4319204475,117.5027087141,119.035991489,124.3840313385,130.9831329004
Iraq,103,GDP Deflator,22024,"Value US$, 2015 prices",6179,12.4739451849,13.1062703585,13.6728218498,14.422076178,15.7198747706,17.1759457859,18.1212044518,19.2471413301,20.6009526795,22.3101224811,24.3254130009,26.6271188117,28.2722134382,29.379575875,30.4395044207,31.402137056,32.0345451621,32.8266986039,33.9846346132,35.3169506183,36.6389805344,37.8780234923,35.6112202347,17.1193798022,14.3552637066,15.1446621383,17.7501525803,15.9194290906,15.0564892916,22.3436111472,25.1060848131,25.6716997945,27.1919559886,38.5719290043,39.6073369211,53.1133781702,65.2252366875,87.7582528455,112.847709331,113.5710002074,114.93590936,143.3131258203,147.6222722043,147.6272125063,143.4297212273,100,87.7927043056,100.4846023113,118.9023080387,114.7625256721,101.9408093524,111.8324397173,132.933092075
Ireland,104,GDP Deflator,22024,"Value US$, 2015 prices",6179,12.3678394858,13.8625035229,16.1313782433,18.2406007064,18.4650006738,20.9909218867,20.6349909746,22.6895534079,27.5673318337,33.4482191478,38.5204158984,35.4347141714,35.9911034955,34.8878745906,32.3714419454,33.219917314999996,45.0403017929,50.8327647215,53.7980243229,52.8199407385,61.1904197572,60.6174017788,65.8825764262,60.1324260208,61.9398669599,67.7036993296,69.1121155151,68.058553764,68.1164183798,67.5427851561,62.4249077872,64.7903816793,71.6757917503,89.3172644121,98.7703079268,101.9633508219,106.3736377562,117.4467850871,125.0640836006,113.1214060423,104.7308638343,111.8260551897,105.7185876477,110.3940635648,110.3701740101,100,100.4630698709,103.7234562642,109.5975939702,107.6028426489,108.068352406,112.6403552022,105.5997188424
Israel,105,GDP Deflator,22024,"Value US$, 2015 prices",6179,14.2700584064,13.6075414705,15.9407937214,19.417160963,24.7920023009,23.7872819748,24.9830149177,26.8345701015,25.1023791119,30.467468452,34.0436512692,34.2809541447,36.6942498202,39.5884602248,36.7937997455,33.3607554847,39.6909531647,44.5054563784,52.8926782004,52.3838219935,57.7248046175,61.3446047075,63.7105651064,61.4980597919,65.0490323046,72.0542465154,74.4278585495,74.5898810595,72.3613339568,70.5692373706,73.2631489953,72.2835054287,67.0712738421,69.5372169137,70.7273472935,71.4524460775,72.990063453,79.9571617125,93.4802511293,88.6884110127,94.694021547,100.2891881139,96.0944294936,104.4008388221,105.9836548613,100,101.7720662693,108.5843836,109.8222796083,112.7094499472,117.8431683575,128.8551432799,129.3321249927
Italy,106,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.3946435185,14.4636176349,16.2513402818,18.3285048936,19.7570368409,23.0236796795,21.2108593052,23.7045268112,28.0834708272,33.1173288467,38.8156613912,34.7381578175,34.3183334732,35.1734756531,33.6788920905,33.8326353588,46.5780205323,56.7961324513,60.3146768384,60.763097053,75.7903381487,78.7422783081,82.729141433,67.3064308053,68.0146889584,70.6422214404,77.9407505097,72.4244926072,72.7502179172,70.5663103044,62.1177583788,62.163197958,67.5191779053,83.5192789656,94.3384622154,96.3841902948,99.2940120971,111.0173901811,121.6696046904,117.3244394597,112.3426462336,119.811477365,112.4518927837,117.5382122665,118.5216763941,100,100.8685284524,103.7623863133,109.6305181682,104.8981172652,108.7554419426,113.2225553797,103.8416246579
Jamaica,109,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.1579973047,19.2921650749,21.5128037888,21.7844172168,28.1557859273,34.0142717151,37.7032484841,42.3160392401,34.2508186205,32.0976974036,37.4989221486,40.6523575894,44.399977865,47.6998127744,31.5517003338,29.2786202088,34.783784742,38.5988540736,43.8550012017,47.1348304782,46.7159417172,41.3957783194,33.5879332461,42.4367986676,42.1581362147,50.3380098841,56.4087640102,64.7218360082,68.5455043469,68.6457503856,69.0796894622,69.6425752115,73.1200670668,68.4384220117,72.8761833119,79.8208877779,82.3070771331,87.0480454072,93.9984638625,86.8791146552,96.1657134947,103.2839651152,106.526518537,102.2533311486,98.7997251314,100,97.8054393469,101.8747179039,106.2087741639,105.9383922715,102.7576658341,104.2439839248,116.6970978163
Japan,110,GDP Deflator,22024,"Value US$, 2015 prices",6179,14.5593938461,15.707411919,19.1869114764,24.1294423012,27.1167174037,28.6022652393,30.9171827783,36.4506508744,48.6498278703,48.0042963073,48.9180480976,51.766440227,46.6345042045,49.3677247633,50.0928150268,50.5085765711,72.6463169066,84.507927064,95.9756929606,91.02946313,88.9964780265,98.4606480958,106.4683390011,121.9538544258,135.5205635811,146.4896388976,126.1026884537,113.9468697917,105.2887217309,119.4994408573,124.6216151801,109.3090357814,104.4711576808,111.1743841007,117.7887014587,114.2433548051,107.3364521938,105.2632472749,118.8292736733,130.5137035744,136.5062242286,147.7079781915,146.6216005049,119.4473825088,111.8896693065,100,111.728194772,108.2875532018,109.9949224804,112.1308407219,115.5158564939,111.3956672767,93.2031785145
Jordan,112,GDP Deflator,22024,"Value US$, 2015 prices",6179,12.0362371445,12.7325997207,13.4027270979,16.4353643025,18.9932499311,25.0613368056,28.3299999637,32.1918832171,37.1180213883,37.2144030835,43.2893371625,39.3962969174,39.1599658627,41.8681142961,40.9725713532,44.3806956586,50.8000480443,52.402220403,47.8824367155,36.6024812567,35.7420933828,36.6905644379,40.7000401058,41.0548620449,43.5058068225,44.2253778368,44.5841084943,45.1342258792,47.8440520461,47.6633947314,47.4671018997,47.8365433001,48.2771253201,49.3121669122,50.8383194724,51.8589869497,57.3830213562,60.2809989551,72.1979205733,74.4455479653,80.4588543173,85.2143837367,89.1400525624,94.6164822612,97.8763262742,100,101.3620065814,103.0621820333,104.8285500649,106.5802103811,106.2992243844,107.6807903106,110.4878666987
Kazakhstan,108,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,33.3177656562,34.1075098481,34.8358496993,35.5663228867,36.2302081571,37.5264112054,38.1956003357,28.349984169,27.9830286635,29.8458928693,30.2436245192,34.6210767209,44.2136456984,53.3546189378,68.3424856697,81.2394595599,100.10406311,85.4668872202,102.3122037842,122.2394837431,125.9878413542,135.2796175541,121.466703658,100,73.6456632178,83.7670728717,86.5134362083,83.8274420634,80.9690250631,87.7862297112,95.2102843712
Kenya,114,GDP Deflator,22024,"Value US$, 2015 prices",6179,24.0271852545,25.0016398249,26.6915682802,29.9278898414,34.0204867451,37.4434791473,38.3621793584,45.4189778706,49.3395298405,54.5424476018,60.1617143454,54.6768603204,50.7900378032,46.5865527133,47.4027785217,45.0279745762,49.5625427679,51.5134764908,51.8458154178,48.4778663057,47.5905720836,44.236566034,44.0785893575,30.4931653081,37.8084467133,46.6423719285,45.8285390125,49.7561633119,51.7680141744,46.2964703146,45.3664724964,44.7335028141,45.052800775,49.6186552604,50.9810261517,56.0422726109,63.2976987216,73.3071697633,82.1480602515,82.0534747506,81.4184579373,79.9490758975,92.7067505123,97.0105971226,102.2576625649,100,102.3459427594,108.0991409613,115.0218268425,119.0811776693,119.7224801161,122.0597724887,120.3612308
Kiribati,83,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.9010531504,15.097004986,17.0770629713,23.0979372095,28.7925760954,26.3326171779,26.8370458911,26.5165462406,30.5390575207,32.9160379596,31.6640159813,33.6546161557,30.9988822475,30.3162030008,32.8372787124,26.160669831,26.00782783,29.6016453274,35.5124089835,36.188131743,35.6435457089,44.903394116,51.5924939039,49.5025145612,55.3641111871,55.3320230217,64.5892974869,62.2901054248,56.0918853865,59.3930759178,54.2438564039,49.7457309239,56.0901445072,68.7914938202,76.0391171114,79.361409003,78.1641359112,92.2738625414,99.9546645226,93.0970641763,110.4168831384,126.2269626292,126.0202413789,117.7428553579,114.7431764379,100,105.3152477271,111.2958153677,110.2373515379,100.707015811,103.4175371518,122.7323414976,118.5839497862
Kuwait,118,GDP Deflator,22024,"Value US$, 2015 prices",6179,5.1239970012,6.4666814834,7.132468176,9.2777087076,25.6528801845,27.0212415497,27.6749250994,31.020650081,31.6800574845,44.4053605778,63.8743965843,69.3329292265,67.157167048,60.1612888015,59.4437542796,61.3610008254,47.1854985289,54.5065533459,56.0524481256,52.3240022518,53.8817275129,54.4646749295,53.7446565196,48.4485645439,46.2803185973,48.764741398300004,56.1537830869,52.7997837282,43.5426553555,51.4744017308,61.5673807948,56.8280431032,60.2953342303,64.5171218774,72.6594186529,89.2989951936,104.3985907026,111.179222872,139.4779482121,107.9227126844,120.3994076119,146.578545007,155.3234706636,153.6648713144,142.7944465974,100,92.7653252196,107.3915170609,120.0544661238,118.9646846658,101.5386289145,129.2633147331,161.2103524629
Kyrgyzstan,113,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,52.1804789189,53.4173334723,54.5580198752,55.7020473932,63.6906019562,56.0625258936,50.9533696082,37.4461309881,38.9369717813,41.2096166311,43.3349826206,48.4523900664,52.1197652256,58.065392219,64.8774154691,80.1943509362,99.99778677,88.6853192204,91.0870943705,111.1308239555,118.5399061603,118.6840508976,116.1627255355,100,97.7806522599,105.5486238256,109.229144435,111.9990148177,107.2422124591,113.472489102,132.5919455335
Lao Peoples Democratic Republic,120,GDP Deflator,22024,"Value US$, 2015 prices",6179,11.3683278897,11.9446074709,12.4609431629,13.1437879846,14.3265573264,15.6535707522,16.5150472374,17.5411876785,18.7750051351,20.3326841561,22.1693511513,24.2670472672,25.7663303606,26.7755426898,27.7415253896,28.6188359175,29.1951910805,29.9171326902,30.9724360471,32.1866633805,33.3915163235,38.0328559048,41.327329502,44.0607648128,47.4275449275,50.8283148502,50.1245532067,43.6968775745,30.9221327981,32.6157703316,36.7350915837,35.1436114872,34.3167944211,37.0109082659,40.797968865,43.6918217169,53.962046188,57.8408749977,67.3052580393,66.1604035154,73.8782068036,81.7342568475,88.3129006022,95.7962471405,98.9057716957,100,102.6270336803,103.6965729427,103.7187546348,101.5976273103,100.3458245583,96.7605720874,78.6838616549
Latvia,119,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,41.0258268093,41.9982782268,42.8951194167,43.8021887011,47.177080607,47.3604419308,48.8945297083,50.0197098283,50.0064586457,49.4129911842,52.7363543739,59.910121635,67.8504342879,72.1779142148,81.7760793924,107.0907141389,127.7808350865,109.7972867876,104.2609554788,117.5416718121,111.6467273771,117.3158173139,119.4878743491,100,100.5982831115,105.7667508521,114.8696650964,111.7151137514,115.0890204285,127.375211935,129.3984835732
Lebanon,121,GDP Deflator,22024,"Value US$, 2015 prices",6179,9.2579034298,9.5244033887,10.5926058572,13.1927819489,16.550650994,22.1328176008,22.5531089243,23.0335466067,26.4734484726,27.9443300883,32.006891033,30.4258979756,32.827811886,28.34951372,13.7822471414,9.5458525932,12.6385790384,8.4051259382,18.6707327389,26.6122336527,21.7556993796,23.2418960631,29.2797182954,37.7435837502,41.3737101008,47.7215601478,53.7788167635,62.9612953269,65.9024514095,66.5896303826,64.4299716777,63.4669626012,67.2944369351,68.9884032991,69.3526576186,68.615988796,69.2203155988,71.3889352872,76.7668664601,84.6619863173,85.1518462621,87.6766671539,94.2401879403,96.6701250957,96.7718980716,100,100.8712952004,103.6437789205,109.3674929279,111.3294885032,112.7822174817,117.8492882646,132.7365421788
Lesotho,122,GDP Deflator,22024,"Value US$, 2015 prices",6179,24.7191500292,26.1813966326,26.0395362756,31.2561476752,33.6042913891,38.0914683715,32.2750236874,35.9204475967,41.3780221752,50.5215306721,68.3461429501,68.7388697138,60.895372708,68.0115581534,58.3634262454,42.735788366,46.8129055846,59.6538763924,61.9479511121,60.4644895109,66.2863437053,70.8913900494,81.394399011,78.0780153625,77.3677644037,82.7703396713,75.5058851174,75.9766475637,70.0501004741,68.0353187709,62.2645265211,54.7139457688,50.5994068984,71.323271474,88.7931293585,95.8520151975,95.9564673889,92.8736729117,92.4477494583,92.2434901722,112.4618772859,124.081406525,112.1357576118,105.1543297544,106.6804147346,100,86.485068204,97.3351426071,109.5085455582,105.1931769527,96.8330932872,106.9509139991,114.3869594849
Liberia,123,GDP Deflator,22024,"Value US$, 2015 prices",6179,21.0459611725,21.1233740107,22.0953810743,24.8760028053,29.4321839914,36.8006364676,36.385924074,40.2972523598,41.7465669475,45.9009400112,50.3706735904,60.282289015,61.4342156753,63.1744888222,62.6472185655,63.0484634386,62.7066394083,64.7069496163,66.9013847965,67.0702275927,66.9579964093,70.6705807781,69.919198254,74.866751731,78.8679010092,84.0027440919,88.5939604072,72.8422552652,68.2876155291,67.6211690175,55.0461540952,52.8933192395,54.8813894984,60.5313786873,71.790786693,74.7879982765,76.0798383451,64.3949524635,69.1110099498,67.254778066,70.1138719789,77.1383797297,78.1390462047,83.4051141348,84.0737729451,100,103.8161960373,101.5045160657,99.6237103845,95.9031708979,94.8621934652,93.8667529362,102.1191502265
Libya,124,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.1836386963,17.0721551543,18.7351987093,25.1670953482,36.0843519175,33.7652197348,35.6705059865,38.4859795829,36.7673196112,46.5525856464,62.3155360838,67.5232178427,64.5181059191,64.0372284268,61.3722640546,58.5191311996,53.7168762943,58.6323485737,61.5237034649,60.754923629,67.3014669823,64.4076837076,70.1252375763,65.9283978301,60.3536403597,56.7495661294,61.4392719472,61.9601545988,57.8609174402,64.6205256035,72.2115346992,63.6097227888,41.4401061102,43.9217556509,53.3683400947,66.0611119193,76.261801461,81.2731098931,103.7538694438,76.1095252304,89.8324428924,115.5906196918,118.8632854672,118.0276079189,116.7730148752,100,104.0026713471,105.6194692748,111.7321653508,113.6249222883,108.974440204,70.7329082264,82.3331177274
Lithuania,126,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,35.047809181,35.8785612796,36.644720583,37.4131239972,44.5180738458,49.6148097248,51.2776188304,50.6331144409,51.2906048479,51.125546244,55.7944436959,66.4795143372,75.1429938875,80.5067960843,86.6100349798,102.5317319545,120.4396841749,110.5171951888,107.9998192213,119.5206816934,113.4094997937,118.6288339149,119.6506823115,100,101.3092697068,107.8547020604,116.7268378172,113.6425710614,118.0168840924,130.1593324955,135.2864082065
Luxembourg,256,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4797046761,51.3745322093,54.8230231899,67.1821453651,76.2154872864,80.0107239044,85.920885995,95.5155277311,108.9832927594,104.255918868,104.0156252748,112.9421908267,107.7986760782,113.9315355142,117.0290506688,100,98.6324542925,102.8890694329,109.8298745728,105.563713866,112.7625951737,123.9829004588,117.477969753
Madagascar,129,GDP Deflator,22024,"Value US$, 2015 prices",6179,19.0557766801,19.7638547098,22.8790239954,28.8108317505,32.2429591199,37.912212225,37.3788387878,39.479127494,45.8847901635,54.2095267654,62.7593665518,61.096755881199996,61.0462667471,60.3145170608,49.6340923924,48.4587949163,66.0421627856,51.3973908192,47.3195183027,46.4979093851,55.5879815844,51.5005139326,57.0420264398,62.2693764674,55.0341159231,57.4311592069,71.0820929974,60.8418946642,61.729930917,58.6899838175,58.3901099755,64.3524656421,71.5207646627,81.0972337402,61.4223520819,67.7973013918,70.6619854385,88.5523163786,104.4027398086,97.4934964353,100.5793807207,114.5801428637,111.4922940844,116.9346998004,114.0615573934,100,100.6237568757,107.6644077201,108.9536465878,106.9640481702,106.6223629688,111.59876879,110.4736065397
Malawi,130,GDP Deflator,22024,"Value US$, 2015 prices",6179,51.1301237529,56.2300682443,58.322266631,54.9781387119,63.1837298052,66.9216329972,68.8677901648,79.3920584993,86.2717124834,89.6007567973,99.5622407362,111.6306206662,104.0038884735,104.0458835371,98.0430023628,87.9894392905,90.3395572318,95.2904551515,102.837025208,118.7038320044,120.770812849,129.4298067544,126.2294897783,125.3070775313,83.739158318,89.0244794529,97.619459943,99.3028120334,100.4205135008,99.021917993,95.7019305016,98.965638646,108.6527809587,94.3654494804,96.9654668615,98.746098712,103.1394321576,104.3424942615,116.3566481418,124.9756744953,131.4532592097,144.1801617727,103.6881436825,90.2304853546,95.7844287185,100,80.4064174473,91.3532315136,96.6794837684,102.3020166471,108.0969096129,109.1091444013,112.5660285922
