scenario,region,LandLeaf,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,unit
"Reference,date=2024-26-10T11:33:32-04:00",EU-12,biomass,0,0,0,0,0,5.984543613,13.63864668,22.22677381,33.6640514,48.74998159,64.22486441,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-12,crops,429.2849546,369.3814435,360.7505688,348.817255,350.9237501,350.9032092,348.8727828,347.2370035,346.1416078,345.9132811,344.7414242,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-12,forest (managed),264.622668,340.6317488,339.9094877,360.2907687,374.5072609,388.354383,398.3321879,406.1188034,410.8315919,411.9548619,411.1598421,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-12,forest (unmanaged),28.71739716,0,10.23779528,0,0,0,0,0,0,0,0,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-12,grass,161.1233879,179.5530329,190.8325199,196.375578,188.8723844,179.590193,172.1378997,165.0293392,157.7074964,149.8487694,143.0897866,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-12,otherarable,19.68446529,19.19746109,16.88753099,17.7393164,16.61528976,15.27403887,14.20930276,13.23218289,12.26316582,11.24833212,10.3881937,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-12,pasture (grazed),26.11110889,6.338695997,6.314896197,6.681288498,6.850168385,7.123713227,7.321875952,7.446892715,7.491261527,7.470346959,7.454209814,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-12,pasture (other),125.5738799,139.4680678,129.528575,124.0730735,116.346383,107.0648154,99.92509311,93.28713638,86.62634011,79.69795103,73.96204144,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-12,shrubs,4.2453889,4.3637088,4.3139588,4.2530289,4.1149804,3.9356931,3.79238,3.652172,3.5053174,3.3468922,3.2100353,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-12,tundra,0,0.0860499,0.0570399,0.02612,0.02612,0.02612,0.02612,0.02612,0.02612,0.02612,0.02612,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-12,urban,13.0465248,13.3899548,13.5774748,14.1534548,14.1534548,14.1534548,14.1534548,14.1534548,14.1534548,14.1534548,14.1534548,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-15,biomass,0,0,0,0,0,50.51276165,83.21472317,111.1853638,148.0968652,196.316626,241.3437189,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-15,crops,776.287583,743.6283545,746.8531335,735.1673458,733.7267647,730.8476066,727.7711154,727.6756036,730.6973367,736.3709696,738.96786,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-15,forest (managed),832.3960412,942.8806145,944.4271864,946.1662594,978.7535812,990.1125703,1002.323654,1013.84307,1017.984581,1013.649096,1007.057877,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-15,forest (unmanaged),89.17224532,0,0,0,0,0,0,0,0,0,0,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-15,grass,492.9227033,539.0787755,552.9010027,583.4980905,570.4691495,547.6785825,531.4505545,516.3457545,499.9349965,481.8392615,466.7835921,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-15,otherarable,108.9875898,64.40900899,59.70019248,50.16117767,48.16716761,44.35026911,41.71164213,39.25672811,36.52166434,33.47363352,30.98215732,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-15,pasture (grazed),133.5171391,38.30334431,37.17831859,37.85340436,37.98495919,38.20726266,38.28620559,38.39198195,38.36122225,38.14089462,37.99631589,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-15,pasture (other),445.9657264,507.1433737,495.4015544,466.3424466,452.6964117,425.2594823,406.04586,388.0296995,367.8720614,345.4099022,326.9781004,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-15,rock and desert,1899.054379,1899.003076,1898.94569,1899.063133,1899.063133,1899.063133,1899.063133,1899.063133,1899.063133,1899.063133,1899.063133,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-15,shrubs,189.0103488,229.3230325,226.1762584,241.5289975,238.9187473,233.7491233,229.9128458,225.9889727,221.2494588,215.5172343,210.6074408,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-15,tundra,208.17124,206.654479,206.3443402,205.789367,205.789367,205.789367,205.789367,205.789367,205.789367,205.789367,205.789367,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",EU-15,urban,44.60682986,49.6717062,52.16086521,54.52401827,54.52401827,54.52401827,54.52401827,54.52401827,54.52401827,54.52401827,54.52401827,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Eastern,biomass,0,0,0,0,0,3.703519147,9.485682113,16.60148282,25.78710831,37.69329353,49.86558752,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Eastern,crops,343.9701844,285.3971896,313.2074186,317.0316765,321.5155722,319.3390665,323.4193851,326.6686865,330.1594757,334.4852986,336.9288543,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Eastern,forest (managed),69.9290826,46.0975771,51.9991696,66.9137991,70.4231263,73.4134072,76.6066979,79.3766991,81.5069723,82.8697537,83.702287,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Eastern,forest (unmanaged),103.6119009,152.813673,147.2450903,132.6614509,130.0240384,128.8278338,124.2277793,119.753684,114.9840303,109.5691359,104.7732788,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Eastern,grass,70.0240332,80.548461,81.684191,82.962441,81.3039215,80.6443585,77.888344,75.2106073,72.328782,69.019567,66.1126319,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Eastern,otherarable,120.1096146,126.7786175,98.8584362,95.4000041,92.42119026,91.54754411,86.76052271,82.19899107,77.35339904,71.85496722,67.1351085,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Eastern,pasture (grazed),97.1403402,61.9794801,58.6752593,61.8359696,62.8924066,61.7570268,63.7558229,65.0844565,65.6392482,65.4465135,65.1402783,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Eastern,pasture (other),5.112656585,54.56318193,56.69023068,51.4646329,49.773008,49.1449884,46.36037617,43.73254037,41.00214642,37.97995061,35.39673328,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Eastern,rock and desert,0.0259952,0.02599,0.02599,0.02599,0.02599,0.02599,0.02599,0.02599,0.02599,0.02599,0.02599,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Eastern,shrubs,3.12402812,4.48096,4.33801,4.28708,4.2038312,4.1793034,4.0524887,3.9297433,3.7958055,3.6384837,3.502296,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Eastern,tundra,4.17133,4.66186,4.67552,4.71835,4.71835,4.71835,4.71835,4.71835,4.71835,4.71835,4.71835,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Eastern,urban,7.970793,7.842792,7.790432,7.888652,7.888652,7.888652,7.888652,7.888652,7.888652,7.888652,7.888652,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Non_EU,biomass,0,0,0,0,0,2.932667691,7.293385618,12.77747464,20.28262545,30.32518202,40.5450481,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Non_EU,crops,287.1584798,263.445198,244.2405372,240.5867354,245.5999308,250.3915625,253.0662378,254.4910223,256.4580359,258.2856722,258.9143365,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Non_EU,forest (managed),58.7609148,83.9101185,103.973162,119.39082,125.7603253,132.879515,138.270417,142.788555,146.244578,148.789475,150.541264,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Non_EU,forest (unmanaged),116.6557724,100.4920902,83.0507541,67.91943579,65.41619529,62.03530549,59.38451549,56.96800699,54.55358159,52.08901689,50.01928689,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Non_EU,grass,235.62654,243.98714,257.33324,262.51074,254.16624,242.88264,233.88914,225.84174,217.72324,209.37004,202.28444,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Non_EU,otherarable,69.9497316,71.4205286,68.5134008,59.611181,56.3135358,52.0425876,48.7741223,45.9214367,43.0415868,40.1191381,37.714489,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Non_EU,pasture (grazed),83.5358206,102.9114498,121.1773737,135.411352,143.633467,155.102975,163.363603,170.322269,175.859986,180.318269,183.571382,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Non_EU,pasture (other),98.5692254,84.83698412,67.62089132,56.81140851,53.64693841,49.50486761,46.32917881,43.56459191,40.86061591,38.16333811,35.94139681,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Non_EU,rock and desert,0.41956,0.36204,0.36631,0.35184,0.35184,0.35184,0.35184,0.35184,0.35184,0.35184,0.35184,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Non_EU,shrubs,72.48625,69.63461,73.72912,76.40102,74.106317,70.870885,68.27232,65.967885,63.618539,61.182855,59.111229,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Non_EU,tundra,1.33117,1.304,1.3509,1.36068,1.36068,1.36068,1.36068,1.36068,1.36068,1.36068,1.36068,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Europe_Non_EU,urban,6.106379,8.2961,9.24427,10.2445,10.2445,10.2445,10.2445,10.2445,10.2445,10.2445,10.2445,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",European Free Trade Association,biomass,0,0,0,0,0,3.828135136,5.771185616,7.852534676,10.79270304,15.19804121,19.60292083,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",European Free Trade Association,crops,8.895467155,8.22401983,7.978212433,7.885128693,8.028110017,8.186623272,8.306793495,8.458653992,8.605888465,8.736205621,8.816656453,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",European Free Trade Association,forest (managed),57.85101297,59.0392727,50.1485663,44.872266,47.685758,49.925534,51.926384,53.6733525,55.03356,55.926014,56.459841,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",European Free Trade Association,forest (unmanaged),89.35853364,88.360407,97.2781948,102.3819659,100.5413865,96.669157,94.1491927,91.6841126,88.9277116,85.560091,82.4357488,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",European Free Trade Association,grass,74.1372582,81.399187,81.517668,81.12953,80.328643,78.670756,77.588159,76.526149,75.3399414,73.8943485,72.5522666,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",European Free Trade Association,otherarable,3.88300671,4.7820503,5.758577,6.6594202,6.4572896,6.0831672,5.8355155,5.5912779,5.3253351,5.009131,4.7170625,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",European Free Trade Association,pasture (grazed),4.35727854,6.3294365,6.6123636,7.2211144,7.454866,7.6905287,7.8571199,8.0277347,8.1954624,8.3637789,8.5308786,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",European Free Trade Association,pasture (other),34.80204987,23.51803444,23.13542627,22.41136584,22.06712574,21.51368474,21.13611714,20.75965574,20.35598134,19.89294064,19.46864544,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",European Free Trade Association,rock and desert,46.762768,46.6593685,46.5950675,46.5977875,46.5977875,46.5977875,46.5977875,46.5977875,46.5977875,46.5977875,46.5977875,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",European Free Trade Association,shrubs,5.19116768,5.32132858,5.40362877,5.76672954,5.76441334,5.76001669,5.75709305,5.75420205,5.75100135,5.74714807,5.74354167,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",European Free Trade Association,tundra,138.549879,139.713929,138.760569,138.054999,138.054999,138.054999,138.054999,138.054999,138.054999,138.054999,138.054999,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",European Free Trade Association,urban,2.30167889,2.74297112,2.90181122,3.10971322,3.10971322,3.10971322,3.10971322,3.10971322,3.10971322,3.10971322,3.10971322,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",India,biomass,0,0,0,0,0,13.92273972,29.86932398,43.82509855,58.10203855,75.19095531,92.36858578,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",India,crops,1631.151327,1669.50687,1676.787393,1675.093222,1732.637834,1773.692501,1811.694092,1839.463327,1862.500073,1876.505811,1881.479947,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",India,forest (managed),140.0665748,200.6720414,216.9325144,221.1071301,234.9627648,256.730272,274.6693414,288.8858614,299.5135041,307.1790221,312.9992981,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",India,forest (unmanaged),520.3907624,434.7680848,418.6986169,415.5038629,384.3261476,349.4337253,316.3867447,290.0999965,267.6553898,249.4722752,235.9891581,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",India,grass,333.31004,334.38226,335.83536,336.95343,313.656872,287.607768,262.92036,243.104041,226.098084,212.260066,202.077346,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",India,otherarable,22.2286,24.964685,15.4665788,12.524956,11.2145661,9.6808872,8.2647135,7.181203,6.2890478,5.5786864,5.0740743,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",India,pasture (grazed),113.3226775,102.4159945,101.3491865,100.4472245,98.6454246,100.6380811,103.6227525,107.3812354,110.5611813,113.2288328,115.5685157,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",India,pasture (other),5.96435362,5.390316114,5.33417483,5.2866975,4.732506314,4.126934331,3.587449067,3.183288219,2.859689281,2.612463616,2.439835727,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",India,rock and desert,104.75904,103.62647,103.53015,103.55406,103.55406,103.55406,103.55406,103.55406,103.55406,103.55406,103.55406,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",India,shrubs,218.48374,209.26813,209.17647,209.52723,196.2676246,180.6109532,165.4291261,153.3196043,142.8647583,134.4156874,128.4467082,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",India,tundra,27.70776,27.41151,27.45112,27.48883,27.48883,27.48883,27.48883,27.48883,27.48883,27.48883,27.48883,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",India,urban,15.40576,20.38373,22.22816,25.30338,25.30338,25.30338,25.30338,25.30338,25.30338,25.30338,25.30338,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Indonesia,biomass,0,0,0,0,0,0.342173885,1.6054319,4.29709716,9.033682195,16.75826853,25.59271812,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Indonesia,crops,212.5331673,287.3861113,351.3704043,385.4026251,406.477416,421.588033,435.5281181,444.359685,455.5495567,467.7969939,474.5554073,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Indonesia,forest (managed),49.6133621,60.2177961,67.3106876,88.75113181,93.27174897,98.67466853,103.5813979,108.2447856,112.1602117,115.1518803,117.523457,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Indonesia,forest (unmanaged),1178.844069,1117.123722,1055.888146,996.2680181,975.5584383,957.0551332,939.0758436,924.3303916,907.5038201,888.991317,874.3198198,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Indonesia,grass,204.768711,214.382232,207.991231,203.314951,199.687584,196.519254,193.476173,190.976937,188.149316,185.032428,182.532526,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Indonesia,otherarable,88.0900993,72.1969293,67.8335606,75.4931299,72.5434891,70.0147356,67.5666878,65.5449788,63.1395093,60.3778418,58.1777681,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Indonesia,pasture (grazed),20.6316359,20.1982823,29.0866767,56.311307,61.06638034,66.95313036,72.6065254,77.40568449,81.42107928,84.65730243,87.35756268,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Indonesia,pasture (other),105.2269322,85.40617671,76.5154054,49.28824416,46.22395587,43.68237685,41.38922123,39.67095655,37.87161807,36.06301176,34.77073606,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Indonesia,urban,5.59161,8.3885221,9.3038121,10.4703221,10.4703221,10.4703221,10.4703221,10.4703221,10.4703221,10.4703221,10.4703221,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Japan,biomass,0,0,0,0,0,5.906184348,10.61612364,14.53871167,18.38190246,25.9401741,33.83153517,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Japan,crops,44.05447471,36.40982921,39.66830933,38.84826234,39.27227574,38.47822555,37.52681448,36.63607893,35.89848501,34.99935236,34.06461366,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Japan,forest (managed),196.20434,181.599124,165.623566,165.321866,165.902383,165.164841,164.805798,165.390255,165.760887,164.066313,161.401709,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Japan,forest (unmanaged),40.61220832,61.57631429,78.1456924,78.9369424,78.4519324,76.2965959,74.6161085,72.8303694,71.1154379,68.6681602,66.54978818,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Japan,grass,48.1293,49.2766,49.3316,49.4779,49.1871,47.8943,46.8865,45.8155,44.7869,43.3191,42.0486,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Japan,otherarable,5.67275434,8.1213962,3.93152845,3.71153405,3.65186381,3.47675322,3.35126596,3.21426926,3.07932333,2.8828439,2.71822778,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Japan,pasture (grazed),0,0,0,0,0,0,0,0,0,0,0,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Japan,pasture (other),4.289108967,0,0,0,0,0,0,0,0,0,0,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Japan,shrubs,30.8772497,31.8038297,31.8849197,31.8794697,31.7103018,30.9590175,30.3732232,29.7507632,29.1530126,28.2999757,27.5615736,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Japan,tundra,0.106679,0.110579,0.110879,0.111519,0.111519,0.111519,0.111519,0.111519,0.111519,0.111519,0.111519,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Japan,urban,11.7939,12.8428,13.0435,13.4527,13.4527,13.4527,13.4527,13.4527,13.4527,13.4527,13.4527,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Mexico,biomass,0,0,0,0,0,3.338037631,7.757839637,13.01788524,19.99786007,29.62234162,39.44111789,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Mexico,crops,164.5218293,171.676567,166.5850294,170.9837865,169.4261438,173.3276104,176.6377988,182.0307662,187.9616528,194.2755398,199.2779106,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Mexico,forest (managed),28.67189281,24.3411136,20.6011821,23.12760161,23.84484436,24.89296642,25.77938032,26.56769261,27.28098384,27.95730872,28.55206857,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Mexico,forest (unmanaged),384.5185378,378.900345,387.658715,394.3511418,392.4209006,385.7657384,379.6862331,373.0659424,366.0740396,358.4834289,351.5185765,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Mexico,grass,166.349452,157.291401,160.185392,156.325873,155.4750791,152.5341934,149.9280927,147.12921,144.23968,141.1766968,138.4049337,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Mexico,otherarable,98.51276,104.230153,94.904502,66.874602,66.44896225,64.12111576,62.02997199,59.68714283,57.2472271,54.65073275,52.3609727,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Mexico,pasture (grazed),292.3162181,292.2106055,307.5814565,364.8029464,374.610733,398.825307,419.0926866,438.0815145,455.4571943,471.2444022,484.9335981,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Mexico,pasture (other),482.7511591,514.4631637,497.9263447,452.3196618,448.3362636,433.4879626,420.4373443,407.0107076,393.6136274,379.9140448,367.748215,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Mexico,rock and desert,0.574511,0.534801,0.535791,0.521371,0.521371,0.521371,0.521371,0.521371,0.521371,0.521371,0.521371,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Mexico,shrubs,309.310651,280.269831,286.651661,292.132321,290.35536,284.625293,279.568492,274.327371,269.046317,263.594205,258.680838,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Mexico,tundra,0.0893701,0.0690801,0.0692501,0.0690301,0.0690301,0.0690301,0.0690301,0.0690301,0.0690301,0.0690301,0.0690301,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Mexico,urban,8.7136122,12.3428352,13.6307772,14.8212871,14.8212871,14.8212871,14.8212871,14.8212871,14.8212871,14.8212871,14.8212871,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Middle East,biomass,0,0,0,0,0,1.027009871,4.205504764,9.249146343,17.32199246,27.52076015,36.75232396,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Middle East,crops,252.1159793,265.4817225,242.2992951,234.9400179,239.3401382,248.5903527,257.4631544,266.6528644,276.2815501,285.4736072,292.5952383,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Middle East,forest (managed),6.96918224,9.609985,9.808826,9.77075017,10.30296823,11.1090526,11.8616923,12.5965707,13.2808432,13.8978967,14.4345006,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Middle East,forest (unmanaged),1.663311761,0,0,0,0,0,0,0,0,0,0,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Middle East,grass,61.8929706,206.7373769,201.9627714,197.052993,196.301073,195.3046821,194.3266991,193.2631622,191.9355527,190.4659615,189.1784869,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Middle East,otherarable,88.761646,95.1292945,107.136667,112.56963,111.087582,108.826711,106.384269,103.692864,100.444259,96.9794899,94.0576539,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Middle East,pasture (grazed),78.7501939,79.50217488,96.9581045,44.71484551,47.54876826,51.80091604,55.71937405,59.47925793,63.08765955,66.50185352,69.63472306,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Middle East,pasture (other),1934.51537,1930.045954,1914.71669,1966.638539,1963.289234,1953.9532,1943.157059,1930.793255,1916.688421,1901.912757,1889.484063,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Middle East,rock and desert,1827.376836,1710.876817,1715.691197,1716.597472,1716.597472,1716.597472,1716.597472,1716.597472,1716.597472,1716.597472,1716.597472,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Middle East,shrubs,893.9876215,841.8202014,847.9963024,851.987782,849.804245,847.0623849,844.5557829,841.9460131,838.6346525,834.9210777,831.5367308,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Middle East,tundra,0.00802032,0.02300129,0.0294907,0.0312606,0.0312606,0.0312606,0.0312606,0.0312606,0.0312606,0.0312606,0.0312606,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Middle East,urban,11.59813369,18.4140741,21.0396163,23.3373403,23.3373403,23.3373403,23.3373403,23.3373403,23.3373403,23.3373403,23.3373403,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Pakistan,biomass,0,0,0,0,0,0.38172426,0.947658363,1.616143695,2.520966437,3.779180154,4.748521411,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Pakistan,crops,185.0361779,209.6113462,205.9624697,219.9502173,219.0292887,224.2626235,230.5662541,234.7596241,237.8502737,240.8138793,242.5581972,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Pakistan,forest (managed),3.33549,3.05466,3.29563,2.85552,3.05104,3.28996,3.53672,3.78303,4.0216,4.22939,4.42158,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Pakistan,forest (unmanaged),0,0,0,0,0,0,0,0,0,0,0,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Pakistan,grass,17.54158,17.0855698,17.3314897,16.61679,16.402571,15.980042,15.477783,15.035532,14.619115,14.1698231,13.7872546,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Pakistan,otherarable,23.522774,10.077023,5.676071,8.617784,8.583390683,7.895005301,7.120221777,6.420783827,5.696819161,5.047514438,4.474697003,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Pakistan,pasture (grazed),48.75814301,48.65179251,48.65079051,48.64981051,53.51144364,59.13908579,65.58029593,72.60076605,80.25331914,88.14603721,96.15227927,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Pakistan,pasture (other),2.566223207,2.560616307,2.560572709,2.56051771,2.489697072,2.340220539,2.173946304,2.031703717,1.899622394,1.770659126,1.663475517,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Pakistan,rock and desert,284.8335601,282.9369101,284.2518901,281.2413001,281.2413001,281.2413001,281.2413001,281.2413001,281.2413001,281.2413001,281.2413001,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Pakistan,shrubs,273.533631,264.143391,269.914461,256.192841,252.37653,242.154787,230.040545,219.196814,208.582243,197.487486,187.637953,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Pakistan,tundra,25.7424,25.7128,25.6696301,25.64543,25.64543,25.64543,25.64543,25.64543,25.64543,25.64543,25.64543,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Pakistan,urban,3.2297012,4.266361,4.787041,5.76933101,5.76933101,5.76933101,5.76933101,5.76933101,5.76933101,5.76933101,5.76933101,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Russia,biomass,0,0,0,0,0,26.98657167,60.90367758,100.6753591,154.8847654,229.3662209,306.5500022,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Russia,crops,862.6039345,545.4721171,548.6992725,612.3775356,619.3675856,628.8406754,634.6162868,648.077915,670.2219555,698.0837397,721.1941052,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Russia,forest (managed),988.5938017,716.3144314,676.8143364,798.0133045,824.5032121,840.5786682,850.1267804,856.9999116,858.5304296,855.4914659,851.5768804,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Russia,forest (unmanaged),4154.028876,4486.30134,4534.289282,4414.06581,4400.660998,4379.404595,4358.872129,4335.128769,4305.751295,4268.600175,4231.881356,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Russia,grass,3864.945981,3776.816749,3778.19296,3753.40139,3745.915454,3734.570486,3724.069292,3711.50327,3695.67916,3675.764558,3656.399955,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Russia,otherarable,530.9495838,687.8991602,644.5983187,583.455307,577.4362682,568.2197799,560.2078137,548.9038646,533.0890997,512.6748547,493.3807122,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Russia,pasture (grazed),226.5596238,106.6643198,117.0998119,117.2775588,119.434268,121.5680503,122.9094258,124.88807,126.8618323,128.7943369,130.5333346,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Russia,pasture (other),588.9759121,809.3481811,811.1730538,815.4628856,808.588682,798.3811044,789.2519032,777.499832,761.8586578,741.9680988,722.9414037,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Russia,rock and desert,105.4681005,105.4146,105.34643,105.49596,105.49596,105.49596,105.49596,105.49596,105.49596,105.49596,105.49596,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Russia,shrubs,1836.803331,2019.064421,2043.66031,2066.94751,2065.096793,2062.453352,2060.045352,2057.323439,2054.124968,2050.258427,2046.544919,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Russia,tundra,3160.538962,3065.79006,3059.19243,3051.80094,3051.80094,3051.80094,3051.80094,3051.80094,3051.80094,3051.80094,3051.80094,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Russia,urban,19.4749669,19.85688,19.87087,20.63808,20.63808,20.63808,20.63808,20.63808,20.63808,20.63808,20.63808,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Africa,biomass,0,0,0,0,0,0.498636992,1.080341395,1.917205603,3.130552956,4.749370316,6.401727106,thous km2
