# File: FAO_fodder_Prod_t_HA_ha_PRODSTAT_2011.csv
# Title: FAO fodder crops production and area before 2011
# Units: tonne and ha
# Description:  Data from GCAM 5.4 as FAO discontinued the data
# Data source: FAOSTAT (main domain:NA FAO.udpate:)
# Date of CSV last update: 2023-08-08
# Column types: icicincic
# ----------
area_code,item,item_code,element,year,value,area,element_code,unit
203,Alfalfa for forage and silage,641,Production,1979,15052000,Spain,5510,tonnes
203,Beets for Fodder,647,Production,1979,820494,Spain,5510,tonnes
203,Cabbage for Fodder,644,Production,1979,525970,Spain,5510,tonnes
203,Carrots for Fodder,648,Production,1979,14490,Spain,5510,tonnes
203,Clover for forage and silage,640,Production,1979,1359000,Spain,5510,tonnes
203,forage Products,651,Production,1979,80000,Spain,5510,tonnes
203,Grasses Nes for forage;Sil,639,Production,1979,2739800,Spain,5510,tonnes
203,Leguminous for Silage,643,Production,1979,6636000,Spain,5510,tonnes
203,Maize for forage and silage,636,Production,1979,3740000,Spain,5510,tonnes
203,Pumpkins for Fodder,645,Production,1979,67960,Spain,5510,tonnes
203,Rye grass for forage & silage,638,Production,1979,1905300,Spain,5510,tonnes
203,Sorghum for forage and silage,637,Production,1979,632800,Spain,5510,tonnes
203,Turnips for Fodder,646,Production,1979,1514390,Spain,5510,tonnes
203,Vegetables Roots Fodder,655,Production,1979,80400,Spain,5510,tonnes
206,forage Products,651,Production,1979,,Sudan (former),5510,tonnes
210,Pumpkins for Fodder,645,Production,1979,,Sweden,5510,tonnes
211,Beets for Fodder,647,Production,1979,,Switzerland,5510,tonnes
211,forage Products,651,Production,1979,2589000,Switzerland,5510,tonnes
211,Grasses Nes for forage;Sil,639,Production,1979,23099,Switzerland,5510,tonnes
211,Maize for forage and silage,636,Production,1979,1533000,Switzerland,5510,tonnes
211,Pumpkins for Fodder,645,Production,1979,,Switzerland,5510,tonnes
212,Alfalfa for forage and silage,641,Production,1979,136743,Syrian Arab Republic,5510,tonnes
212,Clover for forage and silage,640,Production,1979,27470,Syrian Arab Republic,5510,tonnes
212,forage Products,651,Production,1979,,Syrian Arab Republic,5510,tonnes
212,Grasses Nes for forage;Sil,639,Production,1979,211878,Syrian Arab Republic,5510,tonnes
212,Leguminous for Silage,643,Production,1979,91782,Syrian Arab Republic,5510,tonnes
212,Maize for forage and silage,636,Production,1979,77434,Syrian Arab Republic,5510,tonnes
208,Beets for Fodder,647,Production,1979,,Tajikistan,5510,tonnes
208,forage Products,651,Production,1979,,Tajikistan,5510,tonnes
208,Grasses Nes for forage;Sil,639,Production,1979,,Tajikistan,5510,tonnes
208,Maize for forage and silage,636,Production,1979,,Tajikistan,5510,tonnes
208,Pumpkins for Fodder,645,Production,1979,,Tajikistan,5510,tonnes
208,Vegetables Roots Fodder,655,Production,1979,,Tajikistan,5510,tonnes
216,forage Products,651,Production,1979,,Thailand,5510,tonnes
154,Alfalfa for forage and silage,641,Production,1979,,North Macedonia,5510,tonnes
154,Beets for Fodder,647,Production,1979,,North Macedonia,5510,tonnes
154,Clover for forage and silage,640,Production,1979,,North Macedonia,5510,tonnes
154,Leguminous for Silage,643,Production,1979,,North Macedonia,5510,tonnes
154,Maize for forage and silage,636,Production,1979,,North Macedonia,5510,tonnes
222,Pumpkins for Fodder,645,Production,1979,,Tunisia,5510,tonnes
223,Alfalfa for forage and silage,641,Production,1979,1332000,Turkey,5510,tonnes
223,Beets for Fodder,647,Production,1979,63500,Turkey,5510,tonnes
223,Leguminous for Silage,643,Production,1979,468500,Turkey,5510,tonnes
223,Maize for forage and silage,636,Production,1979,60000,Turkey,5510,tonnes
213,Grasses Nes for forage;Sil,639,Production,1979,,Turkmenistan,5510,tonnes
213,Maize for forage and silage,636,Production,1979,,Turkmenistan,5510,tonnes
213,Pumpkins for Fodder,645,Production,1979,,Turkmenistan,5510,tonnes
213,Vegetables Roots Fodder,655,Production,1979,,Turkmenistan,5510,tonnes
230,Beets for Fodder,647,Production,1979,,Ukraine,5510,tonnes
230,forage Products,651,Production,1979,,Ukraine,5510,tonnes
230,Maize for forage and silage,636,Production,1979,,Ukraine,5510,tonnes
230,Pumpkins for Fodder,645,Production,1979,,Ukraine,5510,tonnes
230,Vegetables Roots Fodder,655,Production,1979,,Ukraine,5510,tonnes
225,Alfalfa for forage and silage,641,Production,1979,65453,United Arab Emirates,5510,tonnes
225,Grasses Nes for forage;Sil,639,Production,1979,,United Arab Emirates,5510,tonnes
229,Beets for Fodder,647,Production,1979,385000,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Cabbage for Fodder,644,Production,1979,1825000,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Leguminous for Silage,643,Production,1979,128000,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Maize for forage and silage,636,Production,1979,895000,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Pumpkins for Fodder,645,Production,1979,,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Turnips for Fodder,646,Production,1979,5370000,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
231,Alfalfa for forage and silage,641,Production,1979,79932000,United States of America,5510,tonnes
231,Grasses Nes for forage;Sil,639,Production,1979,53702600,United States of America,5510,tonnes
231,Green Oilseeds for Silage,642,Production,1979,,United States of America,5510,tonnes
231,Maize for forage and silage,636,Production,1979,104144000,United States of America,5510,tonnes
231,Pumpkins for Fodder,645,Production,1979,,United States of America,5510,tonnes
231,Sorghum for forage and silage,637,Production,1979,8155590,United States of America,5510,tonnes
228,forage Products,651,Production,1979,,USSR,5510,tonnes
228,Maize for forage and silage,636,Production,1979,229852000,USSR,5510,tonnes
228,Pumpkins for Fodder,645,Production,1979,,USSR,5510,tonnes
228,Vegetables Roots Fodder,655,Production,1979,38435000,USSR,5510,tonnes
235,Maize for forage and silage,636,Production,1979,,Uzbekistan,5510,tonnes
235,Pumpkins for Fodder,645,Production,1979,,Uzbekistan,5510,tonnes
235,Vegetables Roots Fodder,655,Production,1979,,Uzbekistan,5510,tonnes
237,Vegetables Roots Fodder,655,Production,1979,378000,Viet Nam,5510,tonnes
249,Alfalfa for forage and silage,641,Production,1979,42000,Yemen,5510,tonnes
249,forage Products,651,Production,1979,111550,Yemen,5510,tonnes
249,Grasses Nes for forage;Sil,639,Production,1979,,Yemen,5510,tonnes
249,Sorghum for forage and silage,637,Production,1979,,Yemen,5510,tonnes
248,Alfalfa for forage and silage,641,Production,1979,2120000,Yugoslav SFR,5510,tonnes
248,Beets for Fodder,647,Production,1979,823000,Yugoslav SFR,5510,tonnes
248,Clover for forage and silage,640,Production,1979,1267000,Yugoslav SFR,5510,tonnes
248,Leguminous for Silage,643,Production,1979,,Yugoslav SFR,5510,tonnes
248,Maize for forage and silage,636,Production,1979,1341000,Yugoslav SFR,5510,tonnes
248,Pumpkins for Fodder,645,Production,1979,971600,Yugoslav SFR,5510,tonnes
3,Alfalfa for forage and silage,641,Production,1980,180000,Albania,5510,tonnes
3,Clover for forage and silage,640,Production,1980,,Albania,5510,tonnes
3,Maize for forage and silage,636,Production,1980,460000,Albania,5510,tonnes
4,Alfalfa for forage and silage,641,Production,1980,,Algeria,5510,tonnes
4,Beets for Fodder,647,Production,1980,,Algeria,5510,tonnes
4,Clover for forage and silage,640,Production,1980,,Algeria,5510,tonnes
4,forage Products,651,Production,1980,,Algeria,5510,tonnes
4,Maize for forage and silage,636,Production,1980,,Algeria,5510,tonnes
9,Alfalfa for forage and silage,641,Production,1980,14346000,Argentina,5510,tonnes
9,Clover for forage and silage,640,Production,1980,,Argentina,5510,tonnes
9,Grasses Nes for forage;Sil,639,Production,1980,5169000,Argentina,5510,tonnes
9,Maize for forage and silage,636,Production,1980,21576000,Argentina,5510,tonnes
9,Rye grass for forage & silage,638,Production,1980,4822000,Argentina,5510,tonnes
9,Sorghum for forage and silage,637,Production,1980,58870000,Argentina,5510,tonnes
1,forage Products,651,Production,1980,,Armenia,5510,tonnes
1,Grasses Nes for forage;Sil,639,Production,1980,,Armenia,5510,tonnes
1,Maize for forage and silage,636,Production,1980,,Armenia,5510,tonnes
1,Vegetables Roots Fodder,655,Production,1980,,Armenia,5510,tonnes
10,Alfalfa for forage and silage,641,Production,1980,524249,Australia,5510,tonnes
10,forage Products,651,Production,1980,2428000,Australia,5510,tonnes
10,Grasses Nes for forage;Sil,639,Production,1980,,Australia,5510,tonnes
10,Pumpkins for Fodder,645,Production,1980,,Australia,5510,tonnes
11,Alfalfa for forage and silage,641,Production,1980,130629,Austria,5510,tonnes
11,Beets for Fodder,647,Production,1980,,Austria,5510,tonnes
11,Clover for forage and silage,640,Production,1980,490028,Austria,5510,tonnes
11,forage Products,651,Production,1980,,Austria,5510,tonnes
11,Grasses Nes for forage;Sil,639,Production,1980,7352740,Austria,5510,tonnes
11,Green Oilseeds for Silage,642,Production,1980,,Austria,5510,tonnes
11,Maize for forage and silage,636,Production,1980,5351960,Austria,5510,tonnes
11,Vegetables Roots Fodder,655,Production,1980,,Austria,5510,tonnes
52,forage Products,651,Production,1980,,Azerbaijan,5510,tonnes
52,Maize for forage and silage,636,Production,1980,,Azerbaijan,5510,tonnes
52,Pumpkins for Fodder,645,Production,1980,,Azerbaijan,5510,tonnes
52,Vegetables Roots Fodder,655,Production,1980,,Azerbaijan,5510,tonnes
13,Alfalfa for forage and silage,641,Production,1980,18894,Bahrain,5510,tonnes
16,forage Products,651,Production,1980,71283,Bangladesh,5510,tonnes
14,forage Products,651,Production,1980,,Barbados,5510,tonnes
57,forage Products,651,Production,1980,,Belarus,5510,tonnes
57,Maize for forage and silage,636,Production,1980,,Belarus,5510,tonnes
57,Pumpkins for Fodder,645,Production,1980,,Belarus,5510,tonnes
57,Vegetables Roots Fodder,655,Production,1980,,Belarus,5510,tonnes
255,Alfalfa for forage and silage,641,Production,1980,,Belgium,5510,tonnes
255,Beets for Fodder,647,Production,1980,,Belgium,5510,tonnes
255,Cabbage for Fodder,644,Production,1980,,Belgium,5510,tonnes
255,Carrots for Fodder,648,Production,1980,,Belgium,5510,tonnes
255,Clover for forage and silage,640,Production,1980,,Belgium,5510,tonnes
255,Grasses Nes for forage;Sil,639,Production,1980,,Belgium,5510,tonnes
255,Maize for forage and silage,636,Production,1980,,Belgium,5510,tonnes
255,Pumpkins for Fodder,645,Production,1980,,Belgium,5510,tonnes
255,Turnips for Fodder,646,Production,1980,,Belgium,5510,tonnes
15,Alfalfa for forage and silage,641,Production,1980,,Belgium-Luxembourg,5510,tonnes
15,Beets for Fodder,647,Production,1980,1541880,Belgium-Luxembourg,5510,tonnes
15,Clover for forage and silage,640,Production,1980,,Belgium-Luxembourg,5510,tonnes
15,forage Products,651,Production,1980,9756800,Belgium-Luxembourg,5510,tonnes
15,Maize for forage and silage,636,Production,1980,,Belgium-Luxembourg,5510,tonnes
15,Pumpkins for Fodder,645,Production,1980,,Belgium-Luxembourg,5510,tonnes
19,Alfalfa for forage and silage,641,Production,1980,298000,Bolivia (Plurinational State of),5510,tonnes
19,Grasses Nes for forage;Sil,639,Production,1980,287440,Bolivia (Plurinational State of),5510,tonnes
19,Sorghum for forage and silage,637,Production,1980,,Bolivia (Plurinational State of),5510,tonnes
80,Alfalfa for forage and silage,641,Production,1980,,Bosnia and Herzegovina,5510,tonnes
80,Beets for Fodder,647,Production,1980,,Bosnia and Herzegovina,5510,tonnes
80,Clover for forage and silage,640,Production,1980,,Bosnia and Herzegovina,5510,tonnes
80,Maize for forage and silage,636,Production,1980,,Bosnia and Herzegovina,5510,tonnes
27,Alfalfa for forage and silage,641,Production,1980,1871760,Bulgaria,5510,tonnes
27,Beets for Fodder,647,Production,1980,432230,Bulgaria,5510,tonnes
27,Clover for forage and silage,640,Production,1980,6299,Bulgaria,5510,tonnes
27,Grasses Nes for forage;Sil,639,Production,1980,698001,Bulgaria,5510,tonnes
27,Leguminous for Silage,643,Production,1980,3502,Bulgaria,5510,tonnes
27,Maize for forage and silage,636,Production,1980,4497600,Bulgaria,5510,tonnes
27,Vegetables Roots Fodder,655,Production,1980,,Bulgaria,5510,tonnes
33,Grasses Nes for forage;Sil,639,Production,1980,23167800,Canada,5510,tonnes
33,Maize for forage and silage,636,Production,1980,12805700,Canada,5510,tonnes
33,Pumpkins for Fodder,645,Production,1980,,Canada,5510,tonnes
33,Vegetables Roots Fodder,655,Production,1980,,Canada,5510,tonnes
40,Alfalfa for forage and silage,641,Production,1980,,Chile,5510,tonnes
40,Cabbage for Fodder,644,Production,1980,,Chile,5510,tonnes
40,Clover for forage and silage,640,Production,1980,,Chile,5510,tonnes
40,forage Products,651,Production,1980,,Chile,5510,tonnes
40,Grasses Nes for forage;Sil,639,Production,1980,,Chile,5510,tonnes
40,Maize for forage and silage,636,Production,1980,,Chile,5510,tonnes
40,Pumpkins for Fodder,645,Production,1980,,Chile,5510,tonnes
351,forage Products,651,Production,1980,,,,
98,Alfalfa for forage and silage,641,Production,1980,,Croatia,5510,tonnes
98,Beets for Fodder,647,Production,1980,,Croatia,5510,tonnes
98,Clover for forage and silage,640,Production,1980,,Croatia,5510,tonnes
98,Maize for forage and silage,636,Production,1980,,Croatia,5510,tonnes
50,Alfalfa for forage and silage,641,Production,1980,2300,Cyprus,5510,tonnes
50,forage Products,651,Production,1980,68700,Cyprus,5510,tonnes
50,Grasses Nes for forage;Sil,639,Production,1980,11450,Cyprus,5510,tonnes
50,Leguminous for Silage,643,Production,1980,42300,Cyprus,5510,tonnes
50,Maize for forage and silage,636,Production,1980,90,Cyprus,5510,tonnes
167,Alfalfa for forage and silage,641,Production,1980,,Czechia,5510,tonnes
167,Beets for Fodder,647,Production,1980,,Czechia,5510,tonnes
167,Clover for forage and silage,640,Production,1980,,Czechia,5510,tonnes
167,Maize for forage and silage,636,Production,1980,,Czechia,5510,tonnes
167,Pumpkins for Fodder,645,Production,1980,,Czechia,5510,tonnes
167,Turnips for Fodder,646,Production,1980,,Czechia,5510,tonnes
51,Alfalfa for forage and silage,641,Production,1980,,Czechoslovakia,5510,tonnes
51,Beets for Fodder,647,Production,1980,,Czechoslovakia,5510,tonnes
51,Clover for forage and silage,640,Production,1980,,Czechoslovakia,5510,tonnes
51,Grasses Nes for forage;Sil,639,Production,1980,5865670,Czechoslovakia,5510,tonnes
51,Leguminous for Silage,643,Production,1980,5733180,Czechoslovakia,5510,tonnes
51,Maize for forage and silage,636,Production,1980,14646500,Czechoslovakia,5510,tonnes
51,Pumpkins for Fodder,645,Production,1980,,Czechoslovakia,5510,tonnes
54,Alfalfa for forage and silage,641,Production,1980,337741,Denmark,5510,tonnes
54,Beets for Fodder,647,Production,1980,5443570,Denmark,5510,tonnes
54,Carrots for Fodder,648,Production,1980,50433,Denmark,5510,tonnes
54,Clover for forage and silage,640,Production,1980,,Denmark,5510,tonnes
54,forage Products,651,Production,1980,,Denmark,5510,tonnes
54,Grasses Nes for forage;Sil,639,Production,1980,,Denmark,5510,tonnes
54,Maize for forage and silage,636,Production,1980,386691,Denmark,5510,tonnes
54,Rye grass for forage & silage,638,Production,1980,,Denmark,5510,tonnes
54,Swedes for Fodder,649,Production,1980,757218,Denmark,5510,tonnes
59,Clover for forage and silage,640,Production,1980,54000000,Egypt,5510,tonnes
63,Alfalfa for forage and silage,641,Production,1980,,Estonia,5510,tonnes
63,Clover for forage and silage,640,Production,1980,,Estonia,5510,tonnes
63,forage Products,651,Production,1980,,Estonia,5510,tonnes
63,Grasses Nes for forage;Sil,639,Production,1980,,Estonia,5510,tonnes
63,Maize for forage and silage,636,Production,1980,,Estonia,5510,tonnes
63,Pumpkins for Fodder,645,Production,1980,,Estonia,5510,tonnes
63,Vegetables Roots Fodder,655,Production,1980,,Estonia,5510,tonnes
238,Vegetables Roots Fodder,655,Production,1980,,Ethiopia,5510,tonnes
67,Pumpkins for Fodder,645,Production,1980,,Finland,5510,tonnes
67,Swedes for Fodder,649,Production,1980,,Finland,5510,tonnes
68,Alfalfa for forage and silage,641,Production,1980,,France,5510,tonnes
68,Beets for Fodder,647,Production,1980,2500000,France,5510,tonnes
68,Cabbage for Fodder,644,Production,1980,2000000,France,5510,tonnes
68,Carrots for Fodder,648,Production,1980,,France,5510,tonnes
68,Clover for forage and silage,640,Production,1980,1500000,France,5510,tonnes
68,Grasses Nes for forage;Sil,639,Production,1980,7000000,France,5510,tonnes
68,Green Oilseeds for Silage,642,Production,1980,,France,5510,tonnes
68,Leguminous for Silage,643,Production,1980,480000,France,5510,tonnes
68,Maize for forage and silage,636,Production,1980,46400000,France,5510,tonnes
68,Pumpkins for Fodder,645,Production,1980,,France,5510,tonnes
68,Rye grass for forage & silage,638,Production,1980,,France,5510,tonnes
68,Sorghum for forage and silage,637,Production,1980,400000,France,5510,tonnes
68,Swedes for Fodder,649,Production,1980,,France,5510,tonnes
68,Turnips for Fodder,646,Production,1980,60000,France,5510,tonnes
68,Vegetables Roots Fodder,655,Production,1980,,France,5510,tonnes
73,forage Products,651,Production,1980,,Georgia,5510,tonnes
73,Grasses Nes for forage;Sil,639,Production,1980,,Georgia,5510,tonnes
73,Maize for forage and silage,636,Production,1980,,Georgia,5510,tonnes
73,Vegetables Roots Fodder,655,Production,1980,,Georgia,5510,tonnes
79,Alfalfa for forage and silage,641,Production,1980,5732730,Germany,5510,tonnes
79,Beets for Fodder,647,Production,1980,15387100,Germany,5510,tonnes
79,Carrots for Fodder,648,Production,1980,,Germany,5510,tonnes
79,Clover for forage and silage,640,Production,1980,7677650,Germany,5510,tonnes
79,forage Products,651,Production,1980,,Germany,5510,tonnes
79,Grasses Nes for forage;Sil,639,Production,1980,,Germany,5510,tonnes
79,Green Oilseeds for Silage,642,Production,1980,,Germany,5510,tonnes
79,Leguminous for Silage,643,Production,1980,12711600,Germany,5510,tonnes
79,Maize for forage and silage,636,Production,1980,40517300,Germany,5510,tonnes
79,Pumpkins for Fodder,645,Production,1980,,Germany,5510,tonnes
79,Rye grass for forage & silage,638,Production,1980,,Germany,5510,tonnes
79,Turnips for Fodder,646,Production,1980,,Germany,5510,tonnes
79,Vegetables Roots Fodder,655,Production,1980,294701,Germany,5510,tonnes
84,Grasses Nes for forage;Sil,639,Production,1980,,Greece,5510,tonnes
84,Leguminous for Silage,643,Production,1980,,Greece,5510,tonnes
84,Maize for forage and silage,636,Production,1980,,Greece,5510,tonnes
84,Sorghum for forage and silage,637,Production,1980,,Greece,5510,tonnes
86,forage Products,651,Production,1980,,Grenada,5510,tonnes
95,Beets for Fodder,647,Production,1980,,Honduras,5510,tonnes
97,Alfalfa for forage and silage,641,Production,1980,,Hungary,5510,tonnes
97,Clover for forage and silage,640,Production,1980,218846,Hungary,5510,tonnes
97,Grasses Nes for forage;Sil,639,Production,1980,2170650,Hungary,5510,tonnes
97,Leguminous for Silage,643,Production,1980,2642000,Hungary,5510,tonnes
97,Maize for forage and silage,636,Production,1980,6612690,Hungary,5510,tonnes
97,Pumpkins for Fodder,645,Production,1980,,Hungary,5510,tonnes
97,Sorghum for forage and silage,637,Production,1980,,Hungary,5510,tonnes
97,Turnips for Fodder,646,Production,1980,660600,Hungary,5510,tonnes
97,Vegetables Roots Fodder,655,Production,1980,149800,Hungary,5510,tonnes
99,Pumpkins for Fodder,645,Production,1980,,Iceland,5510,tonnes
100,forage Products,651,Production,1980,95000000,India,5510,tonnes
102,Alfalfa for forage and silage,641,Production,1980,4560000,Iran (Islamic Republic of),5510,tonnes
102,Clover for forage and silage,640,Production,1980,130000,Iran (Islamic Republic of),5510,tonnes
102,forage Products,651,Production,1980,400000,Iran (Islamic Republic of),5510,tonnes
103,Alfalfa for forage and silage,641,Production,1980,210000,Iraq,5510,tonnes
103,Clover for forage and silage,640,Production,1980,847000,Iraq,5510,tonnes
103,forage Products,651,Production,1980,,Iraq,5510,tonnes
103,Leguminous for Silage,643,Production,1980,7500,Iraq,5510,tonnes
104,Beets for Fodder,647,Production,1980,159000,Ireland,5510,tonnes
104,Cabbage for Fodder,644,Production,1980,187000,Ireland,5510,tonnes
104,forage Products,651,Production,1980,,Ireland,5510,tonnes
104,Pumpkins for Fodder,645,Production,1980,,Ireland,5510,tonnes
104,Turnips for Fodder,646,Production,1980,,Ireland,5510,tonnes
104,Vegetables Roots Fodder,655,Production,1980,810000,Ireland,5510,tonnes
105,Grasses Nes for forage;Sil,639,Production,1980,1060000,Israel,5510,tonnes
105,Pumpkins for Fodder,645,Production,1980,,Israel,5510,tonnes
106,Alfalfa for forage and silage,641,Production,1980,38000000,Italy,5510,tonnes
106,Beets for Fodder,647,Production,1980,705500,Italy,5510,tonnes
106,Cabbage for Fodder,644,Production,1980,97700,Italy,5510,tonnes
106,Carrots for Fodder,648,Production,1980,17400,Italy,5510,tonnes
106,Clover for forage and silage,640,Production,1980,15000000,Italy,5510,tonnes
106,forage Products,651,Production,1980,,Italy,5510,tonnes
106,Grasses Nes for forage;Sil,639,Production,1980,3400000,Italy,5510,tonnes
106,Green Oilseeds for Silage,642,Production,1980,,Italy,5510,tonnes
106,Leguminous for Silage,643,Production,1980,17000000,Italy,5510,tonnes
106,Maize for forage and silage,636,Production,1980,26761400,Italy,5510,tonnes
106,Pumpkins for Fodder,645,Production,1980,,Italy,5510,tonnes
106,Sorghum for forage and silage,637,Production,1980,,Italy,5510,tonnes
106,Swedes for Fodder,649,Production,1980,6200,Italy,5510,tonnes
106,Turnips for Fodder,646,Production,1980,675200,Italy,5510,tonnes
110,Grasses Nes for forage;Sil,639,Production,1980,29043800,Japan,5510,tonnes
110,Leguminous for Silage,643,Production,1980,194000,Japan,5510,tonnes
110,Maize for forage and silage,636,Production,1980,5400000,Japan,5510,tonnes
110,Pumpkins for Fodder,645,Production,1980,,Japan,5510,tonnes
110,Sorghum for forage and silage,637,Production,1980,2150000,Japan,5510,tonnes
110,Turnips for Fodder,646,Production,1980,508800,Japan,5510,tonnes
110,Vegetables Roots Fodder,655,Production,1980,86700,Japan,5510,tonnes
112,Alfalfa for forage and silage,641,Production,1980,4703,Jordan,5510,tonnes
112,Clover for forage and silage,640,Production,1980,2549,Jordan,5510,tonnes
112,forage Products,651,Production,1980,,Jordan,5510,tonnes
112,Grasses Nes for forage;Sil,639,Production,1980,,Jordan,5510,tonnes
108,Maize for forage and silage,636,Production,1980,,Kazakhstan,5510,tonnes
108,Pumpkins for Fodder,645,Production,1980,,Kazakhstan,5510,tonnes
108,Vegetables Roots Fodder,655,Production,1980,,Kazakhstan,5510,tonnes
118,forage Products,651,Production,1980,21000,Kuwait,5510,tonnes
113,forage Products,651,Production,1980,,Kyrgyzstan,5510,tonnes
113,Maize for forage and silage,636,Production,1980,,Kyrgyzstan,5510,tonnes
113,Pumpkins for Fodder,645,Production,1980,,Kyrgyzstan,5510,tonnes
113,Vegetables Roots Fodder,655,Production,1980,,Kyrgyzstan,5510,tonnes
120,forage Products,651,Production,1980,,Lao Peoples Democratic Republic,5510,tonnes
119,forage Products,651,Production,1980,,Latvia,5510,tonnes
119,Grasses Nes for forage;Sil,639,Production,1980,,Latvia,5510,tonnes
119,Maize for forage and silage,636,Production,1980,,Latvia,5510,tonnes
119,Pumpkins for Fodder,645,Production,1980,,Latvia,5510,tonnes
119,Vegetables Roots Fodder,655,Production,1980,,Latvia,5510,tonnes
121,Alfalfa for forage and silage,641,Production,1980,9000,Lebanon,5510,tonnes
124,forage Products,651,Production,1980,390000,Libya,5510,tonnes
126,Clover for forage and silage,640,Production,1980,,Lithuania,5510,tonnes
126,forage Products,651,Production,1980,,Lithuania,5510,tonnes
126,Grasses Nes for forage;Sil,639,Production,1980,,Lithuania,5510,tonnes
126,Maize for forage and silage,636,Production,1980,,Lithuania,5510,tonnes
126,Pumpkins for Fodder,645,Production,1980,,Lithuania,5510,tonnes
126,Vegetables Roots Fodder,655,Production,1980,,Lithuania,5510,tonnes
256,Alfalfa for forage and silage,641,Production,1980,,Luxembourg,5510,tonnes
256,Beets for Fodder,647,Production,1980,,Luxembourg,5510,tonnes
256,Clover for forage and silage,640,Production,1980,,Luxembourg,5510,tonnes
256,forage Products,651,Production,1980,,Luxembourg,5510,tonnes
256,Maize for forage and silage,636,Production,1980,,Luxembourg,5510,tonnes
134,Leguminous for Silage,643,Production,1980,20214,Malta,5510,tonnes
138,Alfalfa for forage and silage,641,Production,1980,16187700,Mexico,5510,tonnes
138,Beets for Fodder,647,Production,1980,48407,Mexico,5510,tonnes
138,Clover for forage and silage,640,Production,1980,,Mexico,5510,tonnes
138,forage Products,651,Production,1980,178424,Mexico,5510,tonnes
138,Grasses Nes for forage;Sil,639,Production,1980,1842770,Mexico,5510,tonnes
138,Maize for forage and silage,636,Production,1980,2376970,Mexico,5510,tonnes
138,Pumpkins for Fodder,645,Production,1980,,Mexico,5510,tonnes
138,Rye grass for forage & silage,638,Production,1980,,Mexico,5510,tonnes
138,Sorghum for forage and silage,637,Production,1980,1128890,Mexico,5510,tonnes
138,Swedes for Fodder,649,Production,1980,,Mexico,5510,tonnes
138,Turnips for Fodder,646,Production,1980,2989,Mexico,5510,tonnes
141,forage Products,651,Production,1980,,Mongolia,5510,tonnes
141,Grasses Nes for forage;Sil,639,Production,1980,1070000,Mongolia,5510,tonnes
141,Maize for forage and silage,636,Production,1980,15700,Mongolia,5510,tonnes
141,Vegetables Roots Fodder,655,Production,1980,100,Mongolia,5510,tonnes
273,Alfalfa for forage and silage,641,Production,1980,,Montenegro,5510,tonnes
273,Clover for forage and silage,640,Production,1980,,Montenegro,5510,tonnes
273,Maize for forage and silage,636,Production,1980,,Montenegro,5510,tonnes
143,forage Products,651,Production,1980,1343000,Morocco,5510,tonnes
28,Grasses Nes for forage;Sil,639,Production,1980,793468,Myanmar,5510,tonnes
149,Grasses Nes for forage;Sil,639,Production,1980,,Nepal,5510,tonnes
150,Alfalfa for forage and silage,641,Production,1980,48000,Netherlands,5510,tonnes
150,Beets for Fodder,647,Production,1980,135375,Netherlands,5510,tonnes
150,Grasses Nes for forage;Sil,639,Production,1980,,Netherlands,5510,tonnes
150,Maize for forage and silage,636,Production,1980,5930870,Netherlands,5510,tonnes
150,Pumpkins for Fodder,645,Production,1980,,Netherlands,5510,tonnes
156,Alfalfa for forage and silage,641,Production,1980,717954,New Zealand,5510,tonnes
156,Beets for Fodder,647,Production,1980,1100000,New Zealand,5510,tonnes
156,Cabbage for Fodder,644,Production,1980,950000,New Zealand,5510,tonnes
156,forage Products,651,Production,1980,4000,New Zealand,5510,tonnes
156,Maize for forage and silage,636,Production,1980,300000,New Zealand,5510,tonnes
156,Sorghum for forage and silage,637,Production,1980,12500,New Zealand,5510,tonnes
156,Swedes for Fodder,649,Production,1980,1800000,New Zealand,5510,tonnes
156,Turnips for Fodder,646,Production,1980,1220000,New Zealand,5510,tonnes
162,Beets for Fodder,647,Production,1980,,Norway,5510,tonnes
162,Cabbage for Fodder,644,Production,1980,64200,Norway,5510,tonnes
162,forage Products,651,Production,1980,477900,Norway,5510,tonnes
162,Pumpkins for Fodder,645,Production,1980,,Norway,5510,tonnes
162,Rye grass for forage & silage,638,Production,1980,463300,Norway,5510,tonnes
162,Turnips for Fodder,646,Production,1980,157997,Norway,5510,tonnes
162,Vegetables Roots Fodder,655,Production,1980,212100,Norway,5510,tonnes
299,Alfalfa for forage and silage,641,Production,1980,,Palestine,5510,tonnes
299,Clover for forage and silage,640,Production,1980,,Palestine,5510,tonnes
299,Vegetables Roots Fodder,655,Production,1980,,Palestine,5510,tonnes
221,Alfalfa for forage and silage,641,Production,1980,,Oman,5510,tonnes
165,forage Products,651,Production,1980,10700,Pakistan,5510,tonnes
169,Alfalfa for forage and silage,641,Production,1980,26000,Paraguay,5510,tonnes
169,forage Products,651,Production,1980,,Paraguay,5510,tonnes
170,Alfalfa for forage and silage,641,Production,1980,4681410,Peru,5510,tonnes
