# File: Mapping_gcamdata_SUA_PrimaryEquivalent.csv
# Title: Mapping of SUA items to primary products by level of nestings
# Units: NA
# Description: The mapping is constructed for aggregating items across supply chain in primary equivalent.
# There are 21 GCAM_commodity but 71 APE_comm (aggregated primary equivalent for 2010 onwards). 
# For each APE_comm nest levels souce and sink items are specified. 
# The mapping or processing is not one to one. For each level source and sink items shoud be viewed as an aggregate.
# Primary product (land based or primary meat) is indicated by source_primary. 
# In few cases output_specific_extraction_rate is specifies to prescale the data as the extraction rate for coproducts are not fixed.
# Sink item mapping to FAO FBS FBSH and CB items is provided in sink_FBS_item.
# GCAM_FBSH_CB_item is the mapping between GCAM_commodity and FBSH and CB
# GCAM_FBSH_CB_item is a unique set of sink_FBS_item and these items will be directly aggregated to GCAM_commodity for data before 2010
# To add in new GCAM commodity simply change GCAM_commodity
# However it requires that the new GCAM commodity should be independent in APE_comm and GCAM_FBSH_CB_item Eg Tomato Barley etc.
# extraction_rate_Q25 is 25 percent quantile value across regions and years
# When Q25asMin is TRUE (minimium is smaller than 0.5) extraction_rate_Q25 is used as min to avoid unrealistic scale of processed balance to primary equivalent. It is used in Get_GROSS_EXTRACTION_RATE.
# Need to make sure that when nest_level is not 0 Q25asMin extraction_rate_Q25 and extraction_rate_world2019 have values
# Jojoba seed Poppy seed and Oil castor beans did not have quality extraction rate so 1 was used here.
# We added 49 NEC (not elsewhere categorized items) while Item 158 (Sugar, cane, raw, centrifugal) and 908 (Reconstituted milk) are not included due to low quality.
# Update2024: mushroom and brazil nuts were not associated with area harvested per FAO change; we keep them as primary
# Last update: 11-26-2024 (XZ)
# Column types: ccilccncnnl
# ----------
APE_comm_Agg,APE_comm,nest_level,source_primary,source_item,sink_item,output_specific_extraction_rate,sink_FBS_item,extraction_rate_Q25,extraction_rate_world2019,Q25asMin
Other vegetables and products,VegetablesNES,0,TRUE,Lettuce and chicory,Lettuce and chicory,,"Vegetables, Other and products",,,
Other vegetables and products,VegetablesNES,0,TRUE,Cassava leaves,Cassava leaves,,"Vegetables, Other and products",,,
Other vegetables and products,VegetablesNES,1,TRUE,"Chillies and peppers, dry","Juice, vegetables nes",,Pimento and products,0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,"Onions, dry",Vegetables in vinegar,,Onions and products,0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,"Onions, shallots, green","Vegetables, dehydrated",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,Asparagus,"Vegetables, temporarily preserved",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,Cabbages and other brassicas,"Coffee, substitutes containing coffee",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,Cauliflowers and broccoli,"Vegetables, homogenized preparations",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,Spinach,"Vegetables, preserved nes",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,Artichokes,"Vegetables, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,Watermelons,"Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,"Melons, other (inc.cantaloupes)","Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,"Chillies and peppers, green","Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,Cucumbers and gherkins,"Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,Eggplants (aubergines),"Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,"Pumpkins, squash and gourds","Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,"Peas, green","Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,Carrots and turnips,"Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,Garlic,"Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,"Leeks, other alliaceous vegetables","Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,Carobs,"Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,Chicory roots,"Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,Okra,"Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,String beans,"Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,"Beans, green","Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,"Vegetables, leguminous nes","Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
Other vegetables and products,VegetablesNES,1,TRUE,"Vegetables, fresh nes","Vegetables, preserved, frozen",,"Vegetables, Other and products",0.709929554,0.803273208,TRUE
"Oranges, mandarines and products",Oranges,1,TRUE,Oranges,"Juice, orange, single strength",,"Oranges, Mandarines and products",0.170600118,0.214586992,TRUE
"Oranges, mandarines and products",Oranges,1,TRUE,"Tangerines, mandarins, clementines, satsumas","Juice, orange, concentrated",,"Oranges, Mandarines and products",0.170600118,0.214586992,TRUE
"Oranges, mandarines and products",Oranges,1,TRUE,"Tangerines, mandarins, clementines, satsumas","Juice, tangerine",,"Oranges, Mandarines and products",0.170600118,0.214586992,TRUE
Other citrus and products,"Fruit, citrus nes",1,TRUE,"Fruit, citrus nes","Juice, citrus, single strength",,"Citrus, Other and products",0.219728444,0.52761965,TRUE
Other citrus and products,"Fruit, citrus nes",1,TRUE,"Fruit, citrus nes","Juice, citrus, concentrated",,"Citrus, Other and products",0.219728444,0.52761965,TRUE
"Lemons, limes and products",Lemons and limes,1,TRUE,Lemons and limes,"Juice, lemon, single strength",,"Lemons, Limes and products",0.079779048,0.098793329,TRUE
"Lemons, limes and products",Lemons and limes,1,TRUE,Lemons and limes,"Juice, lemon, concentrated",,"Lemons, Limes and products",0.079779048,0.098793329,TRUE
Grapefruit and products,Grapefruit,1,TRUE,Grapefruit (inc. pomelos),"Juice, grapefruit",,Grapefruit and products,0.085280324,0.238875,TRUE
Grapefruit and products,Grapefruit,1,TRUE,Grapefruit (inc. pomelos),"Juice, grapefruit, concentrated",,Grapefruit and products,0.085280324,0.238875,TRUE
Bananas and products,Bananas,0,TRUE,Bananas,Bananas,,Bananas and products,,,
Plantains and products,Plantains and others,0,TRUE,Plantains and others,Plantains and others,,Plantains and products,,,
Dates and products,Dates,0,TRUE,Dates,Dates,,Dates and products,,,
Apples and products,Apples,1,TRUE,Apples,"Juice, apple, single strength",,Apples and products,0.138791116,0.153287256,TRUE
Apples and products,Apples,1,TRUE,Apples,"Juice, apple, concentrated",,Apples and products,0.138791116,0.153287256,TRUE
Pineapples and products,Pineapples,1,TRUE,Pineapples,"Juice, pineapple",,Pineapples and products,0.274980822,0.299192613,TRUE
Pineapples and products,Pineapples,1,TRUE,Pineapples,Pineapples canned,,Pineapples and products,0.274980822,0.299192613,TRUE
Pineapples and products,Pineapples,1,TRUE,Pineapples,"Juice, pineapple, concentrated",,Pineapples and products,0.274980822,0.299192613,TRUE
Grapes and products and products,Grapes,1,TRUE,Grapes,Raisins,,Grapes and products (excludingexcl wine) and products,0.02158648,0.202178004,TRUE
Grapes and products and products,Grapes,1,TRUE,Grapes,"Juice, grape",,Grapes and products (excludingexcl wine) and products,0.02158648,0.202178004,TRUE
Grapes and products and products,Grapes,1,TRUE,Grapes,"Grapes, must",,Grapes and products (excludingexcl wine) and products,0.02158648,0.202178004,TRUE
Other fruits and products,FruitsNES,0,TRUE,Pears,Pears,,"Fruits, Other and products",,,
Other fruits and products,FruitsNES,0,TRUE,Papayas,Papayas,,"Fruits, Other and products",,,
Other fruits and products,FruitsNES,0,TRUE,Peaches and nectarines,Peaches and nectarines,,"Fruits, Other and products",,,
Other fruits and products,FruitsNES,0,TRUE,Avocados,Avocados,,"Fruits, Other and products",,,
Other fruits and products,FruitsNES,1,TRUE,"Cherries, sour","Fruits, nuts, peel, sugar preserved",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,Cherries,"Fruit, cooked, homogenized preparations",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,Strawberries,"Fruit, tropical dried nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,Kiwi fruit,"Fruit, dried nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,Quinces,"Juice, fruit nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,Currants,"Flour, fruit",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,Gooseberries,"Fruit, prepared nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,Raspberries,"Fruit, prepared nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,Blueberries,"Fruit, prepared nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,Cranberries,"Fruit, prepared nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,Berries nes,"Fruit, prepared nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,Persimmons,"Fruit, prepared nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,Cashewapple,"Fruit, prepared nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,"Fruit, fresh nes","Fruit, prepared nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,"Fruit, tropical fresh nes","Fruit, prepared nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,"Fruit, pome nes","Fruit, prepared nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,1,TRUE,"Fruit, stone nes","Fruit, prepared nes",,"Fruits, Other and products",0.714237324,1.196438313,TRUE
Other fruits and products,FruitsNES,2,TRUE,Apricots,"Apricots, dry",,"Fruits, Other and products",0.152231786,0.266753062,TRUE
Other fruits and products,FruitsNES,2,TRUE,Figs,Figs dried,,"Fruits, Other and products",0.152231786,0.266753062,TRUE
Other fruits and products,FruitsNES,3,TRUE,"Mangoes, mangosteens, guavas","Juice, mango",,"Fruits, Other and products",0.060836107,0.071881098,TRUE
Other fruits and products,FruitsNES,4,TRUE,Plums and sloes,Plums dried (prunes),,"Fruits, Other and products",0.249143466,0.193750393,TRUE
Other fruits and products,FruitsNES,4,TRUE,Plums and sloes,"Juice, plum, single strength",,"Fruits, Other and products",0.249143466,0.193750393,TRUE
Other fruits and products,FruitsNES,4,TRUE,Plums and sloes,"Juice, plum, concentrated",,"Fruits, Other and products",0.249143466,0.193750393,TRUE
Coffee and products,"Coffee, green",1,TRUE,"Coffee, green","Coffee, roasted",,Coffee and products,0.38000016,0.651764179,TRUE
Coffee and products,"Coffee, green",1,TRUE,"Coffee, green","Coffee, extracts",,Coffee and products,0.38000016,0.651764179,TRUE
Cocoa Beans and products,"Cocoa, beans",1,TRUE,"Cocoa, beans","Cocoa, paste",,Cocoa Beans and products,0.799978398,0.799828386,FALSE
Cocoa Beans and products,"Cocoa, beans",2,FALSE,"Cocoa, paste","Cocoa, butter",,Cocoa Beans and products,0.99993497,1.015388297,FALSE
Cocoa Beans and products,"Cocoa, beans",2,FALSE,"Cocoa, paste","Cocoa, powder & cake",,Cocoa Beans and products,0.99993497,1.015388297,FALSE
Cocoa Beans and products,"Cocoa, beans",3,FALSE,"Cocoa, butter",Chocolate products nes,,Cocoa Beans and products,4.697977987,4.454539454,FALSE
Cocoa Beans and products,"Cocoa, beans",3,FALSE,"Cocoa, powder & cake",Chocolate products nes,,Cocoa Beans and products,4.697977987,4.454539454,FALSE
Other crops and products,MiscCropNES,0,TRUE,Tea,Tea,,Tea (including mate) and products,,,
Other crops and products,MiscCropNES,0,TRUE,Mate,Mate,,Tea (including mate) and products,,,
Other crops and products,MiscCropNES,0,TRUE,Pepper (piper spp.),Pepper (piper spp.),,Pepper and products,,,
Other crops and products,MiscCropNES,0,TRUE,Cloves,Cloves,,Cloves and products,,,
Other crops and products,MiscCropNES,0,TRUE,"Nutmeg, mace and cardamoms","Nutmeg, mace and cardamoms",,"Spices, Other and products",,,
Other crops and products,MiscCropNES,0,TRUE,"Anise, badian, fennel, coriander","Anise, badian, fennel, coriander",,"Spices, Other and products",,,
Other crops and products,MiscCropNES,0,TRUE,Cinnamon (cannella),Cinnamon (cannella),,"Spices, Other and products",,,
Other crops and products,MiscCropNES,0,TRUE,Ginger,Ginger,,"Spices, Other and products",,,
Other crops and products,MiscCropNES,0,TRUE,Vanilla,Vanilla,,"Spices, Other and products",,,
Other crops and products,MiscCropNES,0,TRUE,Spices nes,Spices nes,,"Spices, Other and products",,,
Other crops and products,MiscCropNES,0,TRUE,Peppermint,Peppermint,,QCL,,,
Other crops and products,MiscCropNES,0,TRUE,Hops,Hops,,QCL,,,
Other crops and products,MiscCropNES,0,TRUE,"Tobacco, unmanufactured","Tobacco, unmanufactured",,QCL,,,
Other crops and products,MiscCropNES,0,TRUE,"Rubber, natural","Rubber, natural",,QCL,,,
Other crops and products,MiscCropNES,0,TRUE,"Pyrethrum, dried","Pyrethrum, dried",,QCL,,,
Livestock meat equivalent,BeefAnMeatEq,0,FALSE,"AnMeatEq, cattle","AnMeatEq, cattle",,QCL,,,
Livestock meat equivalent,BeefAnMeatEq,0,FALSE,"AnMeatEq, buffalo","AnMeatEq, buffalo",,QCL,,,
Bovine meat and products,Beef,1,TRUE,"Meat, cattle","Meat, beef, dried, salted, smoked",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,1,TRUE,"Meat, cattle","Meat, extracts",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,1,TRUE,"Meat, cattle","Meat, cattle, boneless (beef & veal)",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,1,TRUE,"Meat, cattle","Meat, beef and veal sausages",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,1,TRUE,"Meat, cattle","Meat, homogenized preparations",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,1,TRUE,"Meat, cattle","Meat, beef, preparations",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,1,TRUE,"Meat, cattle","Fat, cattle butcher",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,1,TRUE,"Meat, buffalo","Meat, beef, dried, salted, smoked",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,1,TRUE,"Meat, buffalo","Meat, extracts",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,1,TRUE,"Meat, buffalo","Meat, cattle, boneless (beef & veal)",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,1,TRUE,"Meat, buffalo","Meat, beef and veal sausages",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,1,TRUE,"Meat, buffalo","Meat, homogenized preparations",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,1,TRUE,"Meat, buffalo","Meat, beef, preparations",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,1,TRUE,"Meat, buffalo","Fat, cattle butcher",,Bovine Meat and products,0.688422511,0.836132861,TRUE
Bovine meat and products,Beef,2,FALSE,"Fat, cattle butcher",Tallow,,"Fats, Animals, Raw and products",1.746713306,2.458083614,FALSE
Milk and products,"Milk, whole fresh cow",1,TRUE,"Milk, whole fresh cow","Milk, skimmed cow",,Milk - (Excluding excluding Butter butter) and products,0.739010126,0.857196004,TRUE
Milk and products,"Milk, whole fresh cow",1,TRUE,"Milk, whole fresh cow","Milk, whole dried",0.15,Milk - (Excluding excluding Butter butter) and products,0.739010126,0.857196004,TRUE
Milk and products,"Milk, whole fresh cow",1,TRUE,"Milk, whole fresh cow","Milk, whole evaporated",0.4,Milk - (Excluding excluding Butter butter) and products,0.739010126,0.857196004,TRUE
Milk and products,"Milk, whole fresh cow",1,TRUE,"Milk, whole fresh cow","Milk, whole condensed",0.33,Milk - (Excluding excluding Butter butter) and products,0.739010126,0.857196004,TRUE
Milk and products,"Milk, whole fresh cow",1,TRUE,"Milk, whole fresh cow",Yoghurt,,Milk - (Excluding excluding Butter butter) and products,0.739010126,0.857196004,TRUE
Milk and products,"Milk, whole fresh cow",1,TRUE,"Milk, whole fresh cow","Whey, fresh",,Milk - (Excluding excluding Butter butter) and products,0.739010126,0.857196004,TRUE
Milk and products,"Milk, whole fresh cow",1,TRUE,"Milk, whole fresh cow","Cheese, whole cow milk",,Milk - (Excluding excluding Butter butter) and products,0.739010126,0.857196004,TRUE
Milk and products,"Milk, whole fresh cow",1,TRUE,"Milk, whole fresh cow","Milk, skimmed cow",,Milk - (Excluding excluding Butter butter) and products,0.739010126,0.857196004,TRUE
Milk and products,"Milk, whole fresh cow",1,TRUE,"Milk, whole fresh cow",Cream fresh,,Milk - (Excluding excluding Butter butter) and products,0.739010126,0.857196004,TRUE
Milk and products,"Milk, whole fresh cow",1,TRUE,"Milk, whole fresh cow","Butter, cow milk",,"Butter, Ghee and products",0.739010126,0.857196004,TRUE
Milk and products,"Milk, whole fresh cow",1,TRUE,"Milk, whole fresh cow","Ghee, butteroil of cow milk",,"Butter, Ghee and products",0.739010126,0.857196004,TRUE
Milk and products,"Milk, whole fresh cow",2,FALSE,Cream fresh,Ice cream and edible ice,,Milk - (Excluding excluding Butter butter) and products,1,18.13888677,FALSE
Milk and products,"Milk, whole fresh cow",2,FALSE,Cream fresh,"Cheese, processed",,Milk - (Excluding excluding Butter butter) and products,1,18.13888677,FALSE
Milk and products,"Milk, whole fresh cow",3,FALSE,"Milk, skimmed cow","Cheese, skimmed cow milk",,Milk - (Excluding excluding Butter butter) and products,0.086607747,0.105683292,TRUE
Milk and products,"Milk, whole fresh cow",3,FALSE,"Milk, skimmed cow","Milk, skimmed condensed",,Milk - (Excluding excluding Butter butter) and products,0.086607747,0.105683292,TRUE
Milk and products,"Milk, whole fresh cow",3,FALSE,"Milk, skimmed cow","Milk, skimmed evaporated",,Milk - (Excluding excluding Butter butter) and products,0.086607747,0.105683292,TRUE
Milk and products,"Milk, whole fresh cow",3,FALSE,"Milk, skimmed cow","Milk, skimmed dried",,Milk - (Excluding excluding Butter butter) and products,0.086607747,0.105683292,TRUE
Milk and products,"Milk, whole fresh cow",3,FALSE,"Milk, skimmed cow","Milk, dry buttermilk",,Milk - (Excluding excluding Butter butter) and products,0.086607747,0.105683292,TRUE
Milk and products,"Milk, whole fresh cow",3,FALSE,"Milk, skimmed cow",Casein,,Milk - (Excluding excluding Butter butter) and products,0.086607747,0.105683292,TRUE
Milk and products,"Milk, whole fresh camel",0,TRUE,"Milk, whole fresh camel","Milk, whole fresh camel",,Milk - (Excluding excluding Butter butter) and products,,,
Milk and products,"Milk, whole fresh buffalo",1,TRUE,"Milk, whole fresh buffalo","Ghee, buffalo milk",,"Butter, Ghee and products",0.823862301,0.9799144,TRUE
Milk and products,"Milk, whole fresh buffalo",1,TRUE,"Milk, whole fresh buffalo","Butter, buffalo milk",,"Butter, Ghee and products",0.823862301,0.9799144,TRUE
Milk and products,"Milk, whole fresh buffalo",1,TRUE,"Milk, whole fresh buffalo","Cheese, buffalo milk",,Milk - (Excluding excluding Butter butter) and products,0.823862301,0.9799144,TRUE
Milk and products,"Milk, whole fresh buffalo",1,TRUE,"Milk, whole fresh buffalo","Milk, skimmed buffalo",,Milk - (Excluding excluding Butter butter) and products,0.823862301,0.9799144,TRUE
Milk and products,"Milk, whole fresh goat",1,TRUE,"Milk, whole fresh goat","Butter, goat milk",,"Butter, Ghee and products",0.144438676,0.212862378,TRUE
Milk and products,"Milk, whole fresh goat",1,TRUE,"Milk, whole fresh goat","Cheese, goat milk",,Milk - (Excluding excluding Butter butter) and products,0.144438676,0.212862378,TRUE
Milk and products,"Milk, whole fresh goat",1,TRUE,"Milk, whole fresh goat","Milk, skimmed goat",,Milk - (Excluding excluding Butter butter) and products,0.144438676,0.212862378,TRUE
Milk and products,"Milk, whole fresh sheep",1,TRUE,"Milk, whole fresh sheep","Butter and ghee, sheep milk",,"Butter, Ghee and products",0.193182289,0.444776412,TRUE
Milk and products,"Milk, whole fresh sheep",1,TRUE,"Milk, whole fresh sheep","Cheese, sheep milk",,Milk - (Excluding excluding Butter butter) and products,0.193182289,0.444776412,TRUE
Milk and products,"Milk, whole fresh sheep",1,TRUE,"Milk, whole fresh sheep","Milk, skimmed sheep",,Milk - (Excluding excluding Butter butter) and products,0.193182289,0.444776412,TRUE
Livestock meat equivalent,PorkAnMeatEq,0,FALSE,"AnMeatEq, pig","AnMeatEq, pig",,QCL,,,
"Pigmeat, fats and products",Pork,1,TRUE,"Meat, pig","Meat, pork",,Pigmeat and products,0.837720197,0.926485113,FALSE
"Pigmeat, fats and products",Pork,1,TRUE,"Meat, pig","Meat, pig sausages",,Pigmeat and products,0.837720197,0.926485113,FALSE
"Pigmeat, fats and products",Pork,1,TRUE,"Meat, pig","Meat, pig, preparations",,Pigmeat and products,0.837720197,0.926485113,FALSE
"Pigmeat, fats and products",Pork,1,TRUE,"Meat, pig",Bacon and ham,,Pigmeat and products,0.837720197,0.926485113,FALSE
"Pigmeat, fats and products",Pork,1,TRUE,"Meat, pig","Fat, pig butcher",,"Fats, Animals, Raw and products",0.837720197,0.926485113,FALSE
"Pigmeat, fats and products",Pork,2,FALSE,"Fat, pig butcher",Lard stearine oil,,"Fats, Animals, Raw and products",0.811702355,1.40447783,TRUE
"Pigmeat, fats and products",Pork,2,FALSE,"Fat, pig butcher",Lard,,"Fats, Animals, Raw and products",0.811702355,1.40447783,TRUE
Livestock meat equivalent,PoultryAnMeatEq,0,FALSE,"AnMeatEq, duck","AnMeatEq, duck",,QCL,,,
Livestock meat equivalent,PoultryAnMeatEq,0,FALSE,"AnMeatEq, chicken","AnMeatEq, chicken",,QCL,,,
Livestock meat equivalent,PoultryAnMeatEq,0,FALSE,"AnMeatEq, goose and guinea fowl","AnMeatEq, goose and guinea fowl",,QCL,,,
Livestock meat equivalent,PoultryAnMeatEq,0,FALSE,"AnMeatEq, turkey","AnMeatEq, turkey",,QCL,,,
"Poultry meat, fats and products",PoultryMeat,0,TRUE,"Meat, duck","Meat, duck",,Poultry Meat and products,,,
"Poultry meat, fats and products",PoultryMeat,0,TRUE,"Meat, goose and guinea fowl","Meat, goose and guinea fowl",,Poultry Meat and products,,,
"Poultry meat, fats and products",PoultryMeat,0,TRUE,"Meat, turkey","Meat, turkey",,Poultry Meat and products,,,
"Poultry meat, fats and products",PoultryMeat,1,TRUE,"Meat, chicken","Fat, liver prepared (foie gras)",,Poultry Meat and products,0.789787391,0.751975427,TRUE
"Poultry meat, fats and products",PoultryMeat,1,TRUE,"Meat, chicken","Meat, chicken, canned",,Poultry Meat and products,0.789787391,0.751975427,TRUE
"Poultry meat, fats and products",PoultryMeat,1,TRUE,"Meat, chicken","Fat, poultry",,"Fats, Animals, Raw and products",0.789787391,0.751975427,TRUE
"Poultry meat, fats and products",PoultryMeat,2,FALSE,"Fat, poultry","Fat, poultry, rendered",,"Fats, Animals, Raw and products",0.8,0.806951132,FALSE
Eggs and products,PoultryEgg,0,TRUE,"Eggs, other bird, in shell","Eggs, other bird, in shell",,Eggs and products,,,
Eggs and products,PoultryEgg,1,TRUE,"Eggs, hen, in shell",Egg albumine,,Eggs and products,0.525059714,0.5850148,TRUE
Eggs and products,PoultryEgg,1,TRUE,"Eggs, hen, in shell","Eggs, liquid",,Eggs and products,0.525059714,0.5850148,TRUE
Eggs and products,PoultryEgg,1,TRUE,"Eggs, hen, in shell","Eggs, dried",,Eggs and products,0.525059714,0.5850148,TRUE
Livestock meat equivalent,SheepGoatAnMeatEq,0,FALSE,"AnMeatEq, sheep","AnMeatEq, sheep",,QCL,,,
Livestock meat equivalent,SheepGoatAnMeatEq,0,FALSE,"AnMeatEq, goat","AnMeatEq, goat",,QCL,,,
"Mutton, goat meat and products",SheepGoat,0,TRUE,"Meat, sheep","Meat, sheep",,Mutton & and Goat Meat and products,,,
"Mutton, goat meat and products",SheepGoat,0,TRUE,"Meat, goat","Meat, goat",,Mutton & and Goat Meat and products,,,
Fish and products,Freshwater Fish,0,TRUE,Freshwater Fish,Freshwater Fish,,Freshwater Fish,,,
Fish and products,"Fish, Body Oil",0,TRUE,"Fish, Body Oil","Fish, Body Oil",,"Fish, Body Oil",,,
Fish and products,"Fish, Liver Oil",0,TRUE,"Fish, Liver Oil","Fish, Liver Oil",,"Fish, Liver Oil",,,
Fish and products,Demersal Fish,0,TRUE,Demersal Fish,Demersal Fish,,Demersal Fish,,,
Fish and products,Pelagic Fish,0,TRUE,Pelagic Fish,Pelagic Fish,,Pelagic Fish,,,
Fish and products,"Marine Fish, Other",0,TRUE,"Marine Fish, Other","Marine Fish, Other",,"Marine Fish, Other",,,
Fish and products,Crustaceans,0,TRUE,Crustaceans,Crustaceans,,Crustaceans,,,
Fish and products,Cephalopods,0,TRUE,Cephalopods,Cephalopods,,Cephalopods,,,
Fish and products,"Molluscs, Other",0,TRUE,"Molluscs, Other","Molluscs, Other",,"Molluscs, Other",,,
Fish and products,"Aquatic Animals, Others",0,TRUE,"Aquatic Animals, Others","Aquatic Animals, Others",,"Aquatic Animals, Others",,,
Fish and products,Aquatic Plants,0,TRUE,Aquatic Plants,Aquatic Plants,,Aquatic Plants,,,
Fish and products,"Meat, Aquatic Mammals",0,TRUE,"Meat, Aquatic Mammals","Meat, Aquatic Mammals",,"Meat, Aquatic Mammals",,,
Livestock meat equivalent,OtherMeatAnMeatEq,0,FALSE,"AnMeatEq, rabbit","AnMeatEq, rabbit",,QCL,,,
Livestock meat equivalent,OtherMeatAnMeatEq,0,FALSE,"AnMeatEq, camel","AnMeatEq, camel",,QCL,,,
Livestock meat equivalent,OtherMeatAnMeatEq,0,FALSE,"AnMeatEq, other camelids","AnMeatEq, other camelids",,QCL,,,
Livestock meat equivalent,OtherMeatAnMeatEq,0,FALSE,"AnMeatEq, horse","AnMeatEq, horse",,QCL,,,
